order_id,customer_id,order_date,channel,region,currency,gross_revenue_eur,discount_eur,net_revenue_eur,units
ORD-56496,C-38120,2026-06-22,web,UK,EUR,101.75,0.00,101.75,1
ORD-56497,C-29863,2026-06-22,web,UK,EUR,193.47,38.69,154.78,4
ORD-56498,C-40015,2026-06-22,web,UK,EUR,433.42,0.00,433.42,1
ORD-56499,C-14826,2026-06-22,web,UK,EUR,423.60,0.00,423.60,1
ORD-56500,C-45945,2026-06-22,web,UK,EUR,55.99,0.00,55.99,2
ORD-56501,C-38354,2026-06-22,web,US,EUR,366.34,0.00,366.34,4
ORD-56502,C-39351,2026-06-22,web,US,EUR,449.14,89.83,359.31,3
ORD-56503,C-46549,2026-06-22,web,US,EUR,470.64,0.00,470.64,1
ORD-56504,C-37668,2026-06-22,web,US,EUR,368.68,0.00,368.68,2
ORD-56505,C-33329,2026-06-22,web,US,EUR,248.72,24.87,223.85,1
ORD-56506,C-36577,2026-06-22,web,US,EUR,373.29,0.00,373.29,4
ORD-56507,C-43363,2026-06-22,web,US,EUR,227.94,0.00,227.94,4
ORD-56508,C-44784,2026-06-22,web,US,EUR,250.64,0.00,250.64,2
ORD-56509,C-38340,2026-06-22,web,US,EUR,220.03,0.00,220.03,3
ORD-56510,C-20581,2026-06-22,web,US,EUR,50.81,5.08,45.73,4
ORD-56511,C-48805,2026-06-22,web,US,EUR,446.70,0.00,446.70,2
ORD-56512,C-38506,2026-06-22,web,US,EUR,120.99,12.10,108.89,4
ORD-56513,C-10733,2026-06-22,web,US,EUR,266.48,53.30,213.18,2
ORD-56514,C-15611,2026-06-22,web,US,EUR,236.92,23.69,213.23,4
ORD-56515,C-21076,2026-06-22,web,US,EUR,475.38,0.00,475.38,2
ORD-56516,C-45243,2026-06-22,web,US,EUR,282.13,56.43,225.70,1
ORD-56517,C-48255,2026-06-22,web,US,EUR,244.07,48.81,195.26,2
ORD-56518,C-45091,2026-06-22,web,US,EUR,395.71,79.14,316.57,1
ORD-56519,C-41235,2026-06-22,web,US,EUR,99.65,0.00,99.65,4
ORD-56520,C-31149,2026-06-22,web,US,EUR,244.54,24.45,220.09,4
ORD-56521,C-45982,2026-06-22,web,US,EUR,207.28,0.00,207.28,2
ORD-56522,C-44878,2026-06-22,web,US,EUR,441.34,0.00,441.34,1
ORD-56523,C-29064,2026-06-22,web,US,EUR,179.52,0.00,179.52,1
ORD-56524,C-35397,2026-06-22,web,US,EUR,380.21,0.00,380.21,3
ORD-56525,C-22351,2026-06-22,web,US,EUR,252.45,50.49,201.96,1
ORD-56526,C-48681,2026-06-22,web,US,EUR,459.49,0.00,459.49,3
ORD-56527,C-16082,2026-06-22,web,US,EUR,421.66,0.00,421.66,4
ORD-56528,C-30209,2026-06-22,web,US,EUR,75.32,0.00,75.32,4
ORD-56529,C-12856,2026-06-22,web,US,EUR,57.33,0.00,57.33,1
ORD-56530,C-27163,2026-06-22,web,US,EUR,356.10,0.00,356.10,3
ORD-56531,C-44265,2026-06-22,web,US,EUR,301.52,0.00,301.52,4
ORD-56532,C-32910,2026-06-22,web,US,EUR,286.92,28.69,258.23,4
ORD-56533,C-11091,2026-06-22,web,US,EUR,476.66,0.00,476.66,2
ORD-56534,C-18093,2026-06-22,web,US,EUR,299.45,0.00,299.45,1
ORD-56535,C-32275,2026-06-22,web,US,EUR,361.68,0.00,361.68,1
ORD-56536,C-35652,2026-06-22,web,US,EUR,68.08,13.62,54.46,1
ORD-56537,C-47461,2026-06-22,web,US,EUR,257.10,0.00,257.10,1
ORD-56538,C-32585,2026-06-22,web,US,EUR,216.66,43.33,173.33,2
ORD-56539,C-24880,2026-06-22,web,US,EUR,478.00,0.00,478.00,2
ORD-56540,C-17803,2026-06-22,web,US,EUR,219.55,0.00,219.55,1
ORD-56541,C-10893,2026-06-22,web,US,EUR,209.15,0.00,209.15,4
ORD-56542,C-18919,2026-06-22,web,US,EUR,321.13,0.00,321.13,3
ORD-56543,C-37752,2026-06-22,web,US,EUR,385.62,38.56,347.06,2
ORD-56544,C-39571,2026-06-22,web,US,EUR,154.21,30.84,123.37,3
ORD-56545,C-11630,2026-06-22,web,US,EUR,145.26,0.00,145.26,3
ORD-56546,C-28159,2026-06-22,mobile,FR,EUR,384.03,0.00,384.03,3
ORD-56547,C-34083,2026-06-22,mobile,FR,EUR,212.05,42.41,169.64,4
ORD-56548,C-26758,2026-06-22,mobile,FR,EUR,338.45,33.84,304.61,1
ORD-56549,C-42305,2026-06-22,mobile,FR,EUR,356.96,71.39,285.57,2
ORD-56550,C-26590,2026-06-22,mobile,FR,EUR,199.23,0.00,199.23,3
ORD-56551,C-14298,2026-06-22,mobile,FR,EUR,136.30,0.00,136.30,3
ORD-56552,C-45977,2026-06-22,mobile,FR,EUR,207.56,20.76,186.80,4
ORD-56553,C-23017,2026-06-22,mobile,FR,EUR,195.73,39.15,156.58,3
ORD-56554,C-46802,2026-06-22,mobile,FR,EUR,262.94,0.00,262.94,2
ORD-56555,C-45850,2026-06-22,mobile,FR,EUR,330.99,0.00,330.99,4
ORD-56556,C-42409,2026-06-22,mobile,FR,EUR,317.19,31.72,285.47,2
ORD-56557,C-29642,2026-06-22,mobile,FR,EUR,231.04,23.10,207.94,3
ORD-56558,C-40193,2026-06-22,mobile,FR,EUR,145.75,0.00,145.75,4
ORD-56559,C-10299,2026-06-22,mobile,FR,EUR,200.56,20.06,180.50,3
ORD-56560,C-49982,2026-06-22,mobile,FR,EUR,147.23,14.72,132.51,2
ORD-56561,C-29711,2026-06-22,mobile,FR,EUR,329.03,0.00,329.03,2
ORD-56562,C-49129,2026-06-22,mobile,FR,EUR,423.36,42.34,381.02,3
ORD-56563,C-33332,2026-06-22,mobile,FR,EUR,421.27,0.00,421.27,1
ORD-56564,C-30914,2026-06-22,mobile,FR,EUR,375.79,0.00,375.79,1
ORD-56565,C-49051,2026-06-22,mobile,FR,EUR,198.92,0.00,198.92,2
ORD-56566,C-40374,2026-06-22,mobile,FR,EUR,274.09,27.41,246.68,2
ORD-56567,C-13351,2026-06-22,mobile,FR,EUR,362.44,0.00,362.44,4
ORD-56568,C-49551,2026-06-22,mobile,FR,EUR,126.71,0.00,126.71,2
ORD-56569,C-39283,2026-06-22,mobile,FR,EUR,289.54,28.95,260.59,2
ORD-56570,C-19298,2026-06-22,mobile,FR,EUR,442.46,44.25,398.21,3
ORD-56571,C-10313,2026-06-22,mobile,FR,EUR,158.64,0.00,158.64,2
ORD-56572,C-19024,2026-06-22,mobile,EU,EUR,52.57,5.26,47.31,3
ORD-56573,C-17204,2026-06-22,mobile,EU,EUR,286.00,0.00,286.00,3
ORD-56574,C-10318,2026-06-22,mobile,EU,EUR,56.92,0.00,56.92,3
ORD-56575,C-22123,2026-06-22,mobile,EU,EUR,476.68,0.00,476.68,1
ORD-56576,C-24875,2026-06-22,mobile,EU,EUR,177.13,0.00,177.13,1
ORD-56577,C-49100,2026-06-22,mobile,EU,EUR,101.28,10.13,91.15,3
ORD-56578,C-24666,2026-06-22,mobile,EU,EUR,379.58,0.00,379.58,4
ORD-56579,C-22326,2026-06-22,mobile,EU,EUR,312.99,0.00,312.99,1
ORD-56580,C-17318,2026-06-22,mobile,EU,EUR,390.89,0.00,390.89,2
ORD-56581,C-47755,2026-06-22,mobile,EU,EUR,145.16,0.00,145.16,1
ORD-56582,C-36286,2026-06-22,mobile,EU,EUR,160.90,0.00,160.90,3
ORD-56583,C-27314,2026-06-22,mobile,EU,EUR,121.25,12.12,109.13,2
ORD-56584,C-22004,2026-06-22,mobile,EU,EUR,282.60,28.26,254.34,3
ORD-56585,C-44312,2026-06-22,mobile,EU,EUR,88.84,0.00,88.84,3
ORD-56586,C-22611,2026-06-22,mobile,EU,EUR,258.20,51.64,206.56,3
ORD-56587,C-15259,2026-06-22,mobile,EU,EUR,193.37,0.00,193.37,3
ORD-56588,C-12685,2026-06-22,mobile,EU,EUR,318.05,31.81,286.24,1
ORD-56589,C-16145,2026-06-22,mobile,EU,EUR,297.22,0.00,297.22,1
ORD-56590,C-32545,2026-06-22,mobile,EU,EUR,249.72,0.00,249.72,3
ORD-56591,C-39737,2026-06-22,mobile,EU,EUR,177.57,0.00,177.57,1
ORD-56592,C-18894,2026-06-22,mobile,EU,EUR,446.47,44.65,401.82,4
ORD-56593,C-37245,2026-06-22,mobile,EU,EUR,122.05,0.00,122.05,4
ORD-56594,C-26395,2026-06-22,mobile,EU,EUR,127.91,12.79,115.12,4
ORD-56595,C-15693,2026-06-22,mobile,EU,EUR,82.01,0.00,82.01,3
ORD-56596,C-37733,2026-06-22,mobile,EU,EUR,405.40,0.00,405.40,2
ORD-56597,C-16652,2026-06-22,mobile,EU,EUR,374.86,0.00,374.86,2
ORD-56598,C-43665,2026-06-22,mobile,EU,EUR,371.43,0.00,371.43,3
ORD-56599,C-35706,2026-06-22,mobile,UK,EUR,264.91,26.49,238.42,2
ORD-56600,C-13880,2026-06-22,mobile,UK,EUR,46.21,9.24,36.97,4
ORD-56601,C-49551,2026-06-22,mobile,UK,EUR,291.25,0.00,291.25,4
ORD-56602,C-49171,2026-06-22,mobile,UK,EUR,145.82,0.00,145.82,3
ORD-56603,C-42379,2026-06-22,mobile,UK,EUR,457.92,45.79,412.13,1
ORD-56604,C-31622,2026-06-22,mobile,UK,EUR,176.74,0.00,176.74,2
ORD-56605,C-37444,2026-06-22,mobile,UK,EUR,443.78,0.00,443.78,4
ORD-56606,C-21353,2026-06-22,mobile,UK,EUR,140.13,0.00,140.13,2
ORD-56607,C-44800,2026-06-22,mobile,UK,EUR,163.37,0.00,163.37,1
ORD-56608,C-15927,2026-06-22,mobile,UK,EUR,175.77,0.00,175.77,3
ORD-56609,C-19519,2026-06-22,mobile,UK,EUR,326.09,0.00,326.09,3
ORD-56610,C-36262,2026-06-22,mobile,UK,EUR,307.43,0.00,307.43,3
ORD-56611,C-46239,2026-06-22,mobile,UK,EUR,201.16,0.00,201.16,2
ORD-56612,C-17016,2026-06-22,mobile,UK,EUR,385.59,0.00,385.59,2
ORD-56613,C-33711,2026-06-22,mobile,UK,EUR,152.35,15.23,137.12,3
ORD-56614,C-22111,2026-06-22,mobile,UK,EUR,234.29,23.43,210.86,1
ORD-56615,C-29189,2026-06-22,mobile,UK,EUR,88.49,0.00,88.49,1
ORD-56616,C-22719,2026-06-22,mobile,UK,EUR,369.33,0.00,369.33,1
ORD-56617,C-29605,2026-06-22,mobile,UK,EUR,269.39,0.00,269.39,2
ORD-56618,C-34412,2026-06-22,mobile,UK,EUR,231.79,46.36,185.43,2
ORD-56619,C-12499,2026-06-22,mobile,UK,EUR,442.75,0.00,442.75,2
ORD-56620,C-41706,2026-06-22,mobile,UK,EUR,332.37,66.47,265.90,4
ORD-56621,C-31016,2026-06-22,mobile,UK,EUR,92.23,0.00,92.23,1
ORD-56622,C-40651,2026-06-22,mobile,US,EUR,340.66,0.00,340.66,2
ORD-56623,C-14209,2026-06-22,mobile,US,EUR,211.52,0.00,211.52,4
ORD-56624,C-43373,2026-06-22,mobile,US,EUR,134.00,0.00,134.00,1
ORD-56625,C-15464,2026-06-22,mobile,US,EUR,410.42,0.00,410.42,1
ORD-56626,C-24980,2026-06-22,mobile,US,EUR,361.71,36.17,325.54,2
ORD-56627,C-46041,2026-06-22,mobile,US,EUR,108.96,21.79,87.17,2
ORD-56628,C-31119,2026-06-22,mobile,US,EUR,214.71,0.00,214.71,4
ORD-56629,C-38517,2026-06-22,mobile,US,EUR,135.85,13.59,122.26,4
ORD-56630,C-33526,2026-06-22,mobile,US,EUR,90.12,0.00,90.12,2
ORD-56631,C-41937,2026-06-22,mobile,US,EUR,288.55,28.86,259.69,1
ORD-56632,C-32692,2026-06-22,mobile,US,EUR,234.51,0.00,234.51,1
ORD-56633,C-13701,2026-06-22,mobile,US,EUR,204.19,0.00,204.19,3
ORD-56634,C-10678,2026-06-22,mobile,US,EUR,160.63,0.00,160.63,2
ORD-56635,C-44127,2026-06-22,mobile,US,EUR,42.59,4.26,38.33,2
ORD-56636,C-12242,2026-06-22,mobile,US,EUR,286.60,57.32,229.28,2
ORD-56637,C-32689,2026-06-22,mobile,US,EUR,367.70,0.00,367.70,1
ORD-56638,C-42964,2026-06-22,mobile,US,EUR,114.84,0.00,114.84,4
ORD-56639,C-13095,2026-06-22,mobile,US,EUR,239.14,23.91,215.23,2
ORD-56640,C-27838,2026-06-22,mobile,US,EUR,325.37,0.00,325.37,1
ORD-56641,C-27900,2026-06-22,mobile,US,EUR,306.02,0.00,306.02,4
ORD-56642,C-32805,2026-06-22,mobile,US,EUR,341.33,34.13,307.20,3
ORD-56643,C-19581,2026-06-22,mobile,US,EUR,315.19,63.04,252.15,2
ORD-56644,C-43094,2026-06-22,mobile,US,EUR,387.08,77.42,309.66,1
ORD-56645,C-46009,2026-06-22,mobile,US,EUR,59.65,0.00,59.65,2
ORD-56646,C-13176,2026-06-22,mobile,US,EUR,236.42,0.00,236.42,3
ORD-56647,C-28403,2026-06-22,mobile,US,EUR,84.06,0.00,84.06,4
ORD-56648,C-30349,2026-06-22,mobile,US,EUR,66.45,13.29,53.16,2
ORD-56649,C-25402,2026-06-22,mobile,US,EUR,105.51,0.00,105.51,2
ORD-56650,C-21390,2026-06-22,mobile,US,EUR,199.13,0.00,199.13,1
ORD-56651,C-15032,2026-06-22,mobile,US,EUR,379.22,0.00,379.22,4
ORD-56652,C-24566,2026-06-22,mobile,US,EUR,270.11,27.01,243.10,4
ORD-56653,C-45223,2026-06-22,mobile,US,EUR,410.08,0.00,410.08,1
ORD-56654,C-26091,2026-06-22,mobile,US,EUR,325.35,32.54,292.81,4
ORD-56655,C-48830,2026-06-22,marketplace,FR,EUR,244.98,49.00,195.98,3
ORD-56656,C-41597,2026-06-22,marketplace,FR,EUR,325.13,32.51,292.62,2
ORD-56657,C-33172,2026-06-22,marketplace,FR,EUR,60.32,0.00,60.32,2
ORD-56658,C-13300,2026-06-22,marketplace,FR,EUR,75.55,0.00,75.55,4
ORD-56659,C-17480,2026-06-22,marketplace,FR,EUR,441.86,44.19,397.67,4
ORD-56660,C-33932,2026-06-22,marketplace,FR,EUR,146.24,29.25,116.99,1
ORD-56661,C-49757,2026-06-22,marketplace,FR,EUR,389.56,77.91,311.65,3
ORD-56662,C-40066,2026-06-22,marketplace,FR,EUR,85.85,0.00,85.85,1
ORD-56663,C-17217,2026-06-22,marketplace,FR,EUR,272.80,0.00,272.80,1
ORD-56664,C-33711,2026-06-22,marketplace,FR,EUR,313.77,0.00,313.77,3
ORD-56665,C-49682,2026-06-22,marketplace,FR,EUR,451.29,45.13,406.16,4
ORD-56666,C-32552,2026-06-22,marketplace,FR,EUR,102.38,10.24,92.14,3
ORD-56667,C-49324,2026-06-22,marketplace,FR,EUR,211.37,0.00,211.37,2
ORD-56668,C-15128,2026-06-22,marketplace,FR,EUR,239.55,23.96,215.59,2
ORD-56669,C-42835,2026-06-22,marketplace,FR,EUR,233.24,0.00,233.24,4
ORD-56670,C-25762,2026-06-22,marketplace,FR,EUR,370.04,37.00,333.04,3
ORD-56671,C-35013,2026-06-22,marketplace,EU,EUR,99.17,9.92,89.25,4
ORD-56672,C-34396,2026-06-22,marketplace,EU,EUR,279.32,0.00,279.32,3
ORD-56673,C-16451,2026-06-22,marketplace,EU,EUR,257.54,25.75,231.79,2
ORD-56674,C-41314,2026-06-22,marketplace,EU,EUR,279.57,55.91,223.66,3
ORD-56675,C-20870,2026-06-22,marketplace,EU,EUR,402.19,0.00,402.19,2
ORD-56676,C-34954,2026-06-22,marketplace,EU,EUR,135.66,0.00,135.66,1
ORD-56677,C-34986,2026-06-22,marketplace,EU,EUR,172.85,17.29,155.56,2
ORD-56678,C-24313,2026-06-22,marketplace,EU,EUR,257.47,0.00,257.47,1
ORD-56679,C-14693,2026-06-22,marketplace,EU,EUR,170.62,0.00,170.62,4
ORD-56680,C-29542,2026-06-22,marketplace,EU,EUR,223.08,0.00,223.08,2
ORD-56681,C-34549,2026-06-22,marketplace,EU,EUR,315.53,0.00,315.53,2
ORD-56682,C-17385,2026-06-22,marketplace,EU,EUR,170.03,0.00,170.03,4
ORD-56683,C-23579,2026-06-22,marketplace,EU,EUR,475.75,47.58,428.17,4
ORD-56684,C-26400,2026-06-22,marketplace,EU,EUR,155.25,0.00,155.25,4
ORD-56685,C-47052,2026-06-22,marketplace,EU,EUR,177.81,35.56,142.25,4
ORD-56686,C-11431,2026-06-22,marketplace,EU,EUR,300.99,30.10,270.89,2
ORD-56687,C-25160,2026-06-22,marketplace,EU,EUR,206.06,41.21,164.85,1
ORD-56688,C-24410,2026-06-22,marketplace,EU,EUR,52.45,10.49,41.96,4
ORD-56689,C-36316,2026-06-22,marketplace,EU,EUR,340.48,0.00,340.48,2
ORD-56690,C-32578,2026-06-22,marketplace,EU,EUR,343.64,0.00,343.64,2
ORD-56691,C-48919,2026-06-22,marketplace,EU,EUR,368.60,0.00,368.60,1
ORD-56692,C-35120,2026-06-22,marketplace,UK,EUR,113.77,0.00,113.77,3
ORD-56693,C-14221,2026-06-22,marketplace,UK,EUR,303.26,0.00,303.26,1
ORD-56694,C-34714,2026-06-22,marketplace,UK,EUR,439.45,0.00,439.45,2
ORD-56695,C-45600,2026-06-22,marketplace,UK,EUR,294.76,0.00,294.76,4
ORD-56696,C-20281,2026-06-22,marketplace,UK,EUR,114.95,22.99,91.96,3
ORD-56697,C-22620,2026-06-22,marketplace,UK,EUR,251.12,50.22,200.90,1
ORD-56698,C-39251,2026-06-22,marketplace,UK,EUR,78.50,0.00,78.50,4
ORD-56699,C-31932,2026-06-22,marketplace,UK,EUR,326.88,32.69,294.19,4
ORD-56700,C-26517,2026-06-22,marketplace,UK,EUR,271.36,54.27,217.09,4
ORD-56701,C-39412,2026-06-22,marketplace,UK,EUR,433.53,86.71,346.82,1
ORD-56702,C-16976,2026-06-22,marketplace,UK,EUR,178.92,0.00,178.92,4
ORD-56703,C-45801,2026-06-22,marketplace,UK,EUR,94.67,0.00,94.67,4
ORD-56704,C-33327,2026-06-22,marketplace,UK,EUR,387.83,38.78,349.05,1
ORD-56705,C-16685,2026-06-22,marketplace,UK,EUR,283.27,56.65,226.62,1
ORD-56706,C-36632,2026-06-22,marketplace,US,EUR,256.71,0.00,256.71,2
ORD-56707,C-23114,2026-06-22,marketplace,US,EUR,81.67,8.17,73.50,1
ORD-56708,C-34020,2026-06-22,marketplace,US,EUR,113.99,11.40,102.59,3
ORD-56709,C-37159,2026-06-22,marketplace,US,EUR,237.40,0.00,237.40,1
ORD-56710,C-49898,2026-06-22,marketplace,US,EUR,224.16,0.00,224.16,4
ORD-56711,C-43234,2026-06-22,marketplace,US,EUR,135.88,27.18,108.70,1
ORD-56712,C-44442,2026-06-22,marketplace,US,EUR,79.02,0.00,79.02,1
ORD-56713,C-13103,2026-06-22,marketplace,US,EUR,212.46,0.00,212.46,1
ORD-56714,C-42741,2026-06-22,marketplace,US,EUR,375.99,0.00,375.99,1
ORD-56715,C-32810,2026-06-22,marketplace,US,EUR,227.45,22.75,204.70,2
ORD-56716,C-17531,2026-06-22,marketplace,US,EUR,389.95,0.00,389.95,4
ORD-56717,C-37629,2026-06-22,marketplace,US,EUR,137.59,0.00,137.59,1
ORD-56718,C-15038,2026-06-22,marketplace,US,EUR,393.03,0.00,393.03,4
ORD-56719,C-31589,2026-06-22,marketplace,US,EUR,310.12,62.02,248.10,3
ORD-56720,C-30347,2026-06-22,marketplace,US,EUR,294.49,0.00,294.49,1
ORD-56721,C-49411,2026-06-22,marketplace,US,EUR,146.78,0.00,146.78,3
ORD-56722,C-43809,2026-06-22,marketplace,US,EUR,369.88,0.00,369.88,3
ORD-56723,C-37597,2026-06-22,marketplace,US,EUR,261.55,0.00,261.55,2
ORD-56724,C-45924,2026-06-22,marketplace,US,EUR,339.24,67.85,271.39,1
ORD-56725,C-24275,2026-06-22,marketplace,US,EUR,107.39,0.00,107.39,2
ORD-56726,C-32414,2026-06-22,marketplace,US,EUR,104.02,0.00,104.02,1
ORD-56727,C-14570,2026-06-22,marketplace,US,EUR,232.70,0.00,232.70,2
ORD-56728,C-26650,2026-06-23,web,FR,EUR,427.46,0.00,427.46,4
ORD-56729,C-16966,2026-06-23,web,FR,EUR,421.76,0.00,421.76,2
ORD-56730,C-12445,2026-06-23,web,FR,EUR,350.93,35.09,315.84,1
ORD-56731,C-25287,2026-06-23,web,FR,EUR,346.33,34.63,311.70,3
ORD-56732,C-23625,2026-06-23,web,FR,EUR,197.52,0.00,197.52,3
ORD-56733,C-30575,2026-06-23,web,FR,EUR,180.07,0.00,180.07,4
ORD-56734,C-49525,2026-06-23,web,FR,EUR,135.76,0.00,135.76,2
ORD-56735,C-49178,2026-06-23,web,FR,EUR,43.82,4.38,39.44,4
ORD-56736,C-13023,2026-06-23,web,FR,EUR,269.38,0.00,269.38,4
ORD-56737,C-33747,2026-06-23,web,FR,EUR,346.14,0.00,346.14,4
ORD-56738,C-12104,2026-06-23,web,FR,EUR,99.67,0.00,99.67,2
ORD-56739,C-41683,2026-06-23,web,FR,EUR,349.15,34.91,314.24,2
ORD-56740,C-37429,2026-06-23,web,FR,EUR,184.59,0.00,184.59,4
ORD-56741,C-23513,2026-06-23,web,FR,EUR,263.62,0.00,263.62,2
ORD-56742,C-22590,2026-06-23,web,FR,EUR,463.72,46.37,417.35,4
ORD-56743,C-18918,2026-06-23,web,FR,EUR,239.24,23.92,215.32,1
ORD-56744,C-29250,2026-06-23,web,FR,EUR,250.68,0.00,250.68,1
ORD-56745,C-30029,2026-06-23,web,FR,EUR,350.79,0.00,350.79,2
ORD-56746,C-27719,2026-06-23,web,FR,EUR,326.20,0.00,326.20,1
ORD-56747,C-25042,2026-06-23,web,FR,EUR,342.87,68.57,274.30,1
ORD-56748,C-22112,2026-06-23,web,FR,EUR,221.19,0.00,221.19,2
ORD-56749,C-10944,2026-06-23,web,FR,EUR,230.91,0.00,230.91,1
ORD-56750,C-30316,2026-06-23,web,FR,EUR,432.29,0.00,432.29,3
ORD-56751,C-46224,2026-06-23,web,FR,EUR,158.12,0.00,158.12,3
ORD-56752,C-20311,2026-06-23,web,FR,EUR,108.33,0.00,108.33,3
ORD-56753,C-10479,2026-06-23,web,FR,EUR,147.65,0.00,147.65,3
ORD-56754,C-15954,2026-06-23,web,FR,EUR,233.26,0.00,233.26,1
ORD-56755,C-37905,2026-06-23,web,FR,EUR,334.06,66.81,267.25,1
ORD-56756,C-27954,2026-06-23,web,FR,EUR,471.14,47.11,424.03,1
ORD-56757,C-28678,2026-06-23,web,FR,EUR,309.58,61.92,247.66,1
ORD-56758,C-22609,2026-06-23,web,FR,EUR,175.93,0.00,175.93,1
ORD-56759,C-12551,2026-06-23,web,FR,EUR,434.79,43.48,391.31,3
ORD-56760,C-29666,2026-06-23,web,FR,EUR,176.86,0.00,176.86,3
ORD-56761,C-13657,2026-06-23,web,FR,EUR,475.65,95.13,380.52,2
ORD-56762,C-14626,2026-06-23,web,FR,EUR,209.64,0.00,209.64,1
ORD-56763,C-35121,2026-06-23,web,FR,EUR,322.92,0.00,322.92,3
ORD-56764,C-47873,2026-06-23,web,FR,EUR,311.26,0.00,311.26,2
ORD-56765,C-25850,2026-06-23,web,FR,EUR,55.50,0.00,55.50,4
ORD-56766,C-38362,2026-06-23,web,FR,EUR,208.18,20.82,187.36,4
ORD-56767,C-47345,2026-06-23,web,FR,EUR,303.98,0.00,303.98,3
ORD-56768,C-35147,2026-06-23,web,FR,EUR,142.84,28.57,114.27,1
ORD-56769,C-14287,2026-06-23,web,FR,EUR,290.22,0.00,290.22,2
ORD-56770,C-25105,2026-06-23,web,FR,EUR,307.89,0.00,307.89,3
ORD-56771,C-29271,2026-06-23,web,FR,EUR,95.80,0.00,95.80,1
ORD-56772,C-43579,2026-06-23,web,FR,EUR,206.56,0.00,206.56,2
ORD-56773,C-23210,2026-06-23,web,FR,EUR,158.87,0.00,158.87,3
ORD-56774,C-49617,2026-06-23,web,FR,EUR,336.80,67.36,269.44,2
ORD-56775,C-34309,2026-06-23,web,EU,EUR,153.24,15.32,137.92,1
ORD-56776,C-34985,2026-06-23,web,EU,EUR,453.19,90.64,362.55,4
ORD-56777,C-12443,2026-06-23,web,EU,EUR,437.11,0.00,437.11,4
ORD-56778,C-28872,2026-06-23,web,EU,EUR,381.46,0.00,381.46,2
ORD-56779,C-21573,2026-06-23,web,EU,EUR,165.08,33.02,132.06,4
ORD-56780,C-46338,2026-06-23,web,EU,EUR,455.26,0.00,455.26,3
ORD-56781,C-27628,2026-06-23,web,EU,EUR,191.15,19.12,172.03,2
ORD-56782,C-47854,2026-06-23,web,EU,EUR,189.61,0.00,189.61,3
ORD-56783,C-44279,2026-06-23,web,EU,EUR,111.76,22.35,89.41,3
ORD-56784,C-10541,2026-06-23,web,EU,EUR,307.86,30.79,277.07,2
ORD-56785,C-37652,2026-06-23,web,EU,EUR,290.50,58.10,232.40,3
ORD-56786,C-49383,2026-06-23,web,EU,EUR,183.77,0.00,183.77,1
ORD-56787,C-36532,2026-06-23,web,EU,EUR,409.38,40.94,368.44,3
ORD-56788,C-18165,2026-06-23,web,EU,EUR,59.71,5.97,53.74,2
ORD-56789,C-48581,2026-06-23,web,EU,EUR,41.99,8.40,33.59,3
ORD-56790,C-43335,2026-06-23,web,EU,EUR,160.55,32.11,128.44,4
ORD-56791,C-28664,2026-06-23,web,EU,EUR,133.40,0.00,133.40,4
ORD-56792,C-38418,2026-06-23,web,EU,EUR,333.46,66.69,266.77,4
ORD-56793,C-47970,2026-06-23,web,EU,EUR,237.99,47.60,190.39,3
ORD-56794,C-16979,2026-06-23,web,EU,EUR,241.07,24.11,216.96,4
ORD-56795,C-38392,2026-06-23,web,EU,EUR,348.12,0.00,348.12,1
ORD-56796,C-38856,2026-06-23,web,EU,EUR,77.40,0.00,77.40,1
ORD-56797,C-44314,2026-06-23,web,EU,EUR,75.55,0.00,75.55,3
ORD-56798,C-16725,2026-06-23,web,EU,EUR,390.29,39.03,351.26,3
ORD-56799,C-37448,2026-06-23,web,EU,EUR,212.56,0.00,212.56,4
ORD-56800,C-32197,2026-06-23,web,EU,EUR,360.27,0.00,360.27,1
ORD-56801,C-37680,2026-06-23,web,EU,EUR,278.84,55.77,223.07,1
ORD-56802,C-42204,2026-06-23,web,EU,EUR,341.94,34.19,307.75,3
ORD-56803,C-23396,2026-06-23,web,EU,EUR,154.73,0.00,154.73,3
ORD-56804,C-38504,2026-06-23,web,EU,EUR,345.49,0.00,345.49,3
ORD-56805,C-31247,2026-06-23,web,EU,EUR,48.20,0.00,48.20,1
ORD-56806,C-36773,2026-06-23,web,EU,EUR,324.11,32.41,291.70,2
ORD-56807,C-12985,2026-06-23,web,EU,EUR,253.17,0.00,253.17,2
ORD-56808,C-21661,2026-06-23,web,EU,EUR,402.92,0.00,402.92,4
ORD-56809,C-48523,2026-06-23,web,EU,EUR,71.72,14.34,57.38,2
ORD-56810,C-18150,2026-06-23,web,EU,EUR,435.78,43.58,392.20,3
ORD-56811,C-13650,2026-06-23,web,UK,EUR,411.57,0.00,411.57,2
ORD-56812,C-38038,2026-06-23,web,UK,EUR,277.12,27.71,249.41,2
ORD-56813,C-43696,2026-06-23,web,UK,EUR,372.45,0.00,372.45,1
ORD-56814,C-43901,2026-06-23,web,UK,EUR,316.84,0.00,316.84,3
ORD-56815,C-46653,2026-06-23,web,UK,EUR,292.11,29.21,262.90,1
ORD-56816,C-31173,2026-06-23,web,UK,EUR,335.32,0.00,335.32,3
ORD-56817,C-11424,2026-06-23,web,UK,EUR,137.12,0.00,137.12,1
ORD-56818,C-38788,2026-06-23,web,UK,EUR,414.07,0.00,414.07,4
ORD-56819,C-23657,2026-06-23,web,UK,EUR,304.48,0.00,304.48,1
