review_id,product_id,product_name,created_at,rating,language,title,body,verified
REV-30173,P-1004,InsightDeck Dashboard,2026-07-31T00,2,fr,Décevant,Énormément de bugs après la dernière mise à jour. Le tableau de bord ne charge plus. Frustrant.,false
REV-30174,P-1004,InsightDeck Dashboard,2026-06-23T00,4,fr,Meilleur achat,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,true
REV-30175,P-1005,FormBuilder Pro,2026-07-25T00,3,en,Just okay,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,false
REV-30176,P-1004,InsightDeck Dashboard,2026-08-01T00,1,fr,Décevant,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,true
REV-30177,P-1001,AcmeFlow Project Manager,2026-07-22T00,5,en,Love it,I absolutely love it. Saved me hours every week. The automation rules are a game changer.,false
REV-30178,P-1006,InboxZero Assistant,2026-07-24T00,1,fr,Décevant,Énormément de bugs après la dernière mise à jour. Le tableau de bord ne charge plus. Frustrant.,false
REV-30179,P-1005,FormBuilder Pro,2026-06-08T00,2,fr,Plein de bugs,Énormément de bugs après la dernière mise à jour. Le tableau de bord ne charge plus. Frustrant.,false
REV-30180,P-1001,AcmeFlow Project Manager,2026-07-09T00,3,fr,Mitigé,Fonctionne bien 80% du temps mais ralentissements aux heures de pointe. Reporting à enrichir.,false
REV-30181,P-1001,AcmeFlow Project Manager,2026-06-15T00,5,en,Works as expected,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,false
REV-30182,P-1006,InboxZero Assistant,2026-06-15T00,1,fr,Décevant,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,true
REV-30183,P-1002,AcmeFlow CRM Add-on,2026-07-23T00,3,fr,Plutôt bien,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,false
REV-30184,P-1002,AcmeFlow CRM Add-on,2026-06-21T00,3,en,Just okay,Works well 80% of the time but we hit occasional slowdowns during peak hours. Reporting could be richer.,true
REV-30185,P-1005,FormBuilder Pro,2026-06-12T00,3,fr,Plutôt bien,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,true
REV-30186,P-1004,InsightDeck Dashboard,2026-06-11T00,5,fr,Super produit,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,true
REV-30187,P-1006,InboxZero Assistant,2026-07-02T00,2,en,Bugs everywhere,So many bugs after the last update. The dashboard doesn't load and support is slow to respond. Frustrating.,false
REV-30188,P-1004,InsightDeck Dashboard,2026-07-06T00,4,en,Great product,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,true
REV-30189,P-1004,InsightDeck Dashboard,2026-06-11T00,5,en,Works as expected,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,true
REV-30190,P-1003,DataPipe Connector Pack,2026-06-25T00,5,fr,Conforme,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,true
REV-30191,P-1005,FormBuilder Pro,2026-06-14T00,5,fr,Super produit,J'adore. Ça m'a fait gagner des heures chaque semaine. Les règles d'automatisation sont géniales.,true
REV-30192,P-1006,InboxZero Assistant,2026-07-24T00,1,fr,Plein de bugs,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,true
REV-30193,P-1001,AcmeFlow Project Manager,2026-06-12T00,2,en,Bugs everywhere,So many bugs after the last update. The dashboard doesn't load and support is slow to respond. Frustrating.,true
REV-30194,P-1006,InboxZero Assistant,2026-07-08T00,2,fr,Décevant,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,true
REV-30195,P-1003,DataPipe Connector Pack,2026-07-13T00,3,fr,Mitigé,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,true
REV-30196,P-1001,AcmeFlow Project Manager,2026-06-07T00,3,fr,Mitigé,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,true
REV-30197,P-1006,InboxZero Assistant,2026-06-28T00,3,en,Mostly good,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,true
REV-30198,P-1003,DataPipe Connector Pack,2026-06-26T00,4,en,Great product,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,false
REV-30199,P-1005,FormBuilder Pro,2026-07-20T00,5,en,Love it,The onboarding was smooth and the UI is intuitive. Support helped us migrate from our old tool.,false
REV-30200,P-1004,InsightDeck Dashboard,2026-07-12T00,3,en,Just okay,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,false
REV-30201,P-1003,DataPipe Connector Pack,2026-06-07T00,3,en,Mostly good,Works well 80% of the time but we hit occasional slowdowns during peak hours. Reporting could be richer.,false
REV-30202,P-1003,DataPipe Connector Pack,2026-07-13T00,5,en,Love it,The onboarding was smooth and the UI is intuitive. Support helped us migrate from our old tool.,false
REV-30203,P-1005,FormBuilder Pro,2026-07-20T00,3,en,Mostly good,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,false
REV-30204,P-1004,InsightDeck Dashboard,2026-06-07T00,3,fr,Mitigé,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,true
REV-30205,P-1003,DataPipe Connector Pack,2026-06-27T00,4,fr,Meilleur achat,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,false
REV-30206,P-1004,InsightDeck Dashboard,2026-06-16T00,1,fr,Décevant,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,false
REV-30207,P-1005,FormBuilder Pro,2026-07-28T00,5,fr,Super produit,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,true
REV-30208,P-1003,DataPipe Connector Pack,2026-07-16T00,4,fr,Meilleur achat,J'adore. Ça m'a fait gagner des heures chaque semaine. Les règles d'automatisation sont géniales.,true
REV-30209,P-1005,FormBuilder Pro,2026-07-29T00,4,en,Love it,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,false
REV-30210,P-1005,FormBuilder Pro,2026-06-27T00,4,fr,Conforme,Solide et fiable. Les intégrations ont fonctionné immédiatement. Je recommande pour petites équipes.,true
REV-30211,P-1003,DataPipe Connector Pack,2026-07-27T00,5,en,Great product,I absolutely love it. Saved me hours every week. The automation rules are a game changer.,false
REV-30212,P-1004,InsightDeck Dashboard,2026-06-15T00,4,en,Works as expected,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,false
REV-30213,P-1002,AcmeFlow CRM Add-on,2026-07-11T00,4,en,Love it,The onboarding was smooth and the UI is intuitive. Support helped us migrate from our old tool.,false
REV-30214,P-1003,DataPipe Connector Pack,2026-07-28T00,5,fr,Meilleur achat,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,false
REV-30215,P-1005,FormBuilder Pro,2026-07-20T00,3,en,Just okay,Works well 80% of the time but we hit occasional slowdowns during peak hours. Reporting could be richer.,true
REV-30216,P-1003,DataPipe Connector Pack,2026-07-12T00,3,fr,Plutôt bien,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,false
REV-30217,P-1006,InboxZero Assistant,2026-07-10T00,1,en,Disappointing,Disappointed — key features promised on the roadmap are missing. Pricing feels high for what's included.,true
REV-30218,P-1006,InboxZero Assistant,2026-06-18T00,4,en,Best purchase this year,I absolutely love it. Saved me hours every week. The automation rules are a game changer.,true
REV-30219,P-1006,InboxZero Assistant,2026-07-10T00,2,en,Bugs everywhere,So many bugs after the last update. The dashboard doesn't load and support is slow to respond. Frustrating.,true
REV-30220,P-1006,InboxZero Assistant,2026-06-29T00,2,en,Bugs everywhere,So many bugs after the last update. The dashboard doesn't load and support is slow to respond. Frustrating.,false
REV-30221,P-1001,AcmeFlow Project Manager,2026-06-18T00,3,fr,Plutôt bien,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,false
REV-30222,P-1002,AcmeFlow CRM Add-on,2026-06-19T00,5,fr,Meilleur achat,Solide et fiable. Les intégrations ont fonctionné immédiatement. Je recommande pour petites équipes.,true
REV-30223,P-1002,AcmeFlow CRM Add-on,2026-07-31T00,5,fr,J'adore,Solide et fiable. Les intégrations ont fonctionné immédiatement. Je recommande pour petites équipes.,true
REV-30224,P-1005,FormBuilder Pro,2026-07-23T00,4,fr,Conforme,Solide et fiable. Les intégrations ont fonctionné immédiatement. Je recommande pour petites équipes.,false
REV-30225,P-1004,InsightDeck Dashboard,2026-07-23T00,5,en,Best purchase this year,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,true
REV-30226,P-1006,InboxZero Assistant,2026-06-21T00,3,fr,Mitigé,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,false
REV-30227,P-1005,FormBuilder Pro,2026-07-04T00,5,fr,Conforme,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,false
REV-30228,P-1003,DataPipe Connector Pack,2026-06-09T00,4,fr,Meilleur achat,Solide et fiable. Les intégrations ont fonctionné immédiatement. Je recommande pour petites équipes.,true
REV-30229,P-1001,AcmeFlow Project Manager,2026-07-06T00,3,fr,Plutôt bien,Fonctionne bien 80% du temps mais ralentissements aux heures de pointe. Reporting à enrichir.,false
REV-30230,P-1002,AcmeFlow CRM Add-on,2026-07-08T00,5,en,Best purchase this year,I absolutely love it. Saved me hours every week. The automation rules are a game changer.,true
REV-30231,P-1003,DataPipe Connector Pack,2026-07-08T00,4,en,Works as expected,The onboarding was smooth and the UI is intuitive. Support helped us migrate from our old tool.,false
REV-30232,P-1004,InsightDeck Dashboard,2026-07-09T00,4,fr,Conforme,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,false
REV-30233,P-1003,DataPipe Connector Pack,2026-07-27T00,4,fr,J'adore,J'adore. Ça m'a fait gagner des heures chaque semaine. Les règles d'automatisation sont géniales.,true
REV-30234,P-1002,AcmeFlow CRM Add-on,2026-07-02T00,3,en,Mostly good,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,false
REV-30235,P-1006,InboxZero Assistant,2026-07-05T00,3,fr,Plutôt bien,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,true
REV-30236,P-1005,FormBuilder Pro,2026-07-01T00,4,fr,Meilleur achat,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,false
REV-30237,P-1001,AcmeFlow Project Manager,2026-06-09T00,3,en,Mostly good,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,false
REV-30238,P-1001,AcmeFlow Project Manager,2026-07-01T00,4,en,Best purchase this year,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,true
REV-30239,P-1002,AcmeFlow CRM Add-on,2026-06-24T00,4,en,Best purchase this year,I absolutely love it. Saved me hours every week. The automation rules are a game changer.,true
REV-30240,P-1005,FormBuilder Pro,2026-07-16T00,2,en,Bugs everywhere,So many bugs after the last update. The dashboard doesn't load and support is slow to respond. Frustrating.,true
REV-30241,P-1002,AcmeFlow CRM Add-on,2026-07-14T00,4,fr,Conforme,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,true
REV-30242,P-1002,AcmeFlow CRM Add-on,2026-06-13T00,3,en,Just okay,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,true
REV-30243,P-1005,FormBuilder Pro,2026-06-12T00,3,fr,Plutôt bien,Fonctionne bien 80% du temps mais ralentissements aux heures de pointe. Reporting à enrichir.,true
REV-30244,P-1006,InboxZero Assistant,2026-06-22T00,1,en,Bugs everywhere,So many bugs after the last update. The dashboard doesn't load and support is slow to respond. Frustrating.,true
REV-30245,P-1001,AcmeFlow Project Manager,2026-06-20T00,5,en,Great product,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,true
REV-30246,P-1003,DataPipe Connector Pack,2026-07-11T00,3,fr,Plutôt bien,Fonctionne bien 80% du temps mais ralentissements aux heures de pointe. Reporting à enrichir.,true
REV-30247,P-1002,AcmeFlow CRM Add-on,2026-07-28T00,5,en,Love it,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,false
REV-30248,P-1001,AcmeFlow Project Manager,2026-07-01T00,3,en,Mostly good,Works well 80% of the time but we hit occasional slowdowns during peak hours. Reporting could be richer.,false
REV-30249,P-1006,InboxZero Assistant,2026-07-06T00,1,fr,Décevant,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,true
REV-30250,P-1001,AcmeFlow Project Manager,2026-06-08T00,5,fr,Super produit,Solide et fiable. Les intégrations ont fonctionné immédiatement. Je recommande pour petites équipes.,true
REV-30251,P-1002,AcmeFlow CRM Add-on,2026-07-01T00,5,en,Love it,The onboarding was smooth and the UI is intuitive. Support helped us migrate from our old tool.,false
REV-30252,P-1005,FormBuilder Pro,2026-07-20T00,4,en,Works as expected,The onboarding was smooth and the UI is intuitive. Support helped us migrate from our old tool.,true
REV-30253,P-1001,AcmeFlow Project Manager,2026-08-01T00,5,fr,Conforme,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,true
REV-30254,P-1006,InboxZero Assistant,2026-06-14T00,1,en,Disappointing,Disappointed — key features promised on the roadmap are missing. Pricing feels high for what's included.,true
REV-30255,P-1004,InsightDeck Dashboard,2026-07-29T00,3,en,Just okay,Works well 80% of the time but we hit occasional slowdowns during peak hours. Reporting could be richer.,false
REV-30256,P-1001,AcmeFlow Project Manager,2026-06-13T00,4,en,Great product,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,false
REV-30257,P-1003,DataPipe Connector Pack,2026-06-18T00,5,en,Works as expected,I absolutely love it. Saved me hours every week. The automation rules are a game changer.,false
REV-30258,P-1001,AcmeFlow Project Manager,2026-06-09T00,3,en,Mostly good,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,true
REV-30259,P-1005,FormBuilder Pro,2026-06-28T00,4,en,Works as expected,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,true
REV-30260,P-1006,InboxZero Assistant,2026-06-28T00,3,en,Mostly good,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,true
REV-30261,P-1003,DataPipe Connector Pack,2026-07-16T00,4,fr,Super produit,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,true
REV-30262,P-1005,FormBuilder Pro,2026-06-09T00,5,fr,J'adore,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,false
REV-30263,P-1005,FormBuilder Pro,2026-06-23T00,3,fr,Mitigé,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,true
REV-30264,P-1001,AcmeFlow Project Manager,2026-06-15T00,4,fr,Meilleur achat,J'adore. Ça m'a fait gagner des heures chaque semaine. Les règles d'automatisation sont géniales.,false
REV-30265,P-1005,FormBuilder Pro,2026-07-15T00,5,en,Works as expected,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,false
REV-30266,P-1004,InsightDeck Dashboard,2026-06-24T00,5,fr,Conforme,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,true
REV-30267,P-1005,FormBuilder Pro,2026-07-01T00,4,fr,Conforme,Solide et fiable. Les intégrations ont fonctionné immédiatement. Je recommande pour petites équipes.,false
REV-30268,P-1001,AcmeFlow Project Manager,2026-06-05T00,3,en,Mostly good,Works well 80% of the time but we hit occasional slowdowns during peak hours. Reporting could be richer.,true
REV-30269,P-1005,FormBuilder Pro,2026-06-28T00,3,fr,Mitigé,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,true
REV-30270,P-1005,FormBuilder Pro,2026-07-13T00,5,fr,Super produit,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,true
REV-30271,P-1005,FormBuilder Pro,2026-06-10T00,5,en,Works as expected,The onboarding was smooth and the UI is intuitive. Support helped us migrate from our old tool.,false
REV-30272,P-1003,DataPipe Connector Pack,2026-07-28T00,2,fr,Décevant,Énormément de bugs après la dernière mise à jour. Le tableau de bord ne charge plus. Frustrant.,false
REV-30273,P-1005,FormBuilder Pro,2026-07-10T00,5,en,Great product,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,true
REV-30274,P-1001,AcmeFlow Project Manager,2026-07-05T00,4,fr,Super produit,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,false
REV-30275,P-1003,DataPipe Connector Pack,2026-07-06T00,4,fr,Super produit,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,true
REV-30276,P-1006,InboxZero Assistant,2026-07-11T00,4,en,Works as expected,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,true
REV-30277,P-1006,InboxZero Assistant,2026-07-08T00,5,fr,Meilleur achat,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,false
REV-30278,P-1001,AcmeFlow Project Manager,2026-06-16T00,3,en,Mostly good,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,true
REV-30279,P-1006,InboxZero Assistant,2026-08-01T00,2,en,Disappointing,Disappointed — key features promised on the roadmap are missing. Pricing feels high for what's included.,true
REV-30280,P-1003,DataPipe Connector Pack,2026-06-28T00,3,fr,Mitigé,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,true
REV-30281,P-1005,FormBuilder Pro,2026-06-11T00,3,fr,Mitigé,Fonctionne bien 80% du temps mais ralentissements aux heures de pointe. Reporting à enrichir.,false
REV-30282,P-1004,InsightDeck Dashboard,2026-06-03T00,4,fr,Meilleur achat,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,true
REV-30283,P-1003,DataPipe Connector Pack,2026-06-25T00,5,fr,Super produit,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,true
REV-30284,P-1006,InboxZero Assistant,2026-06-09T00,1,en,Bugs everywhere,Disappointed — key features promised on the roadmap are missing. Pricing feels high for what's included.,false
REV-30285,P-1002,AcmeFlow CRM Add-on,2026-07-05T00,2,en,Disappointing,So many bugs after the last update. The dashboard doesn't load and support is slow to respond. Frustrating.,true
REV-30286,P-1006,InboxZero Assistant,2026-06-25T00,1,en,Disappointing,So many bugs after the last update. The dashboard doesn't load and support is slow to respond. Frustrating.,true
REV-30287,P-1001,AcmeFlow Project Manager,2026-06-29T00,5,en,Best purchase this year,I absolutely love it. Saved me hours every week. The automation rules are a game changer.,false
REV-30288,P-1003,DataPipe Connector Pack,2026-07-06T00,4,en,Works as expected,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,true
REV-30289,P-1001,AcmeFlow Project Manager,2026-07-24T00,2,fr,Plein de bugs,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,true
REV-30290,P-1005,FormBuilder Pro,2026-06-18T00,4,en,Best purchase this year,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,true
REV-30291,P-1003,DataPipe Connector Pack,2026-06-14T00,4,fr,Super produit,Solide et fiable. Les intégrations ont fonctionné immédiatement. Je recommande pour petites équipes.,true
REV-30292,P-1004,InsightDeck Dashboard,2026-06-10T00,5,en,Great product,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,true
REV-30293,P-1004,InsightDeck Dashboard,2026-06-26T00,5,en,Works as expected,I absolutely love it. Saved me hours every week. The automation rules are a game changer.,true
REV-30294,P-1006,InboxZero Assistant,2026-07-03T00,3,en,Just okay,Works well 80% of the time but we hit occasional slowdowns during peak hours. Reporting could be richer.,true
REV-30295,P-1001,AcmeFlow Project Manager,2026-06-07T00,5,fr,Super produit,J'adore. Ça m'a fait gagner des heures chaque semaine. Les règles d'automatisation sont géniales.,true
REV-30296,P-1004,InsightDeck Dashboard,2026-06-21T00,3,en,Mostly good,Works well 80% of the time but we hit occasional slowdowns during peak hours. Reporting could be richer.,true
REV-30297,P-1005,FormBuilder Pro,2026-06-25T00,3,en,Mostly good,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,false
REV-30298,P-1006,InboxZero Assistant,2026-06-03T00,2,en,Bugs everywhere,So many bugs after the last update. The dashboard doesn't load and support is slow to respond. Frustrating.,true
REV-30299,P-1005,FormBuilder Pro,2026-06-16T00,4,en,Works as expected,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,true
REV-30300,P-1006,InboxZero Assistant,2026-07-20T00,5,en,Great product,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,true
REV-30301,P-1004,InsightDeck Dashboard,2026-07-15T00,4,fr,J'adore,J'adore. Ça m'a fait gagner des heures chaque semaine. Les règles d'automatisation sont géniales.,false
REV-30302,P-1004,InsightDeck Dashboard,2026-06-10T00,1,fr,Plein de bugs,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,false
REV-30303,P-1001,AcmeFlow Project Manager,2026-07-17T00,1,en,Bugs everywhere,Disappointed — key features promised on the roadmap are missing. Pricing feels high for what's included.,true
REV-30304,P-1004,InsightDeck Dashboard,2026-06-25T00,4,fr,Super produit,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,true
REV-30305,P-1004,InsightDeck Dashboard,2026-07-21T00,5,en,Works as expected,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,false
REV-30306,P-1006,InboxZero Assistant,2026-07-27T00,2,fr,Décevant,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,true
REV-30307,P-1003,DataPipe Connector Pack,2026-06-15T00,3,en,Mostly good,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,true
REV-30308,P-1003,DataPipe Connector Pack,2026-07-25T00,3,fr,Mitigé,Mitigé. Ça fait le job mais rien ne se démarque. Je regarde les alternatives vu le prix.,false
REV-30309,P-1003,DataPipe Connector Pack,2026-06-13T00,4,en,Best purchase this year,I absolutely love it. Saved me hours every week. The automation rules are a game changer.,false
REV-30310,P-1006,InboxZero Assistant,2026-07-18T00,1,en,Bugs everywhere,Disappointed — key features promised on the roadmap are missing. Pricing feels high for what's included.,false
REV-30311,P-1002,AcmeFlow CRM Add-on,2026-07-14T00,5,fr,Super produit,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,true
REV-30312,P-1004,InsightDeck Dashboard,2026-07-30T00,4,fr,Conforme,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,true
REV-30313,P-1006,InboxZero Assistant,2026-07-29T00,1,en,Bugs everywhere,So many bugs after the last update. The dashboard doesn't load and support is slow to respond. Frustrating.,true
REV-30314,P-1006,InboxZero Assistant,2026-06-09T00,2,en,Disappointing,Disappointed — key features promised on the roadmap are missing. Pricing feels high for what's included.,false
REV-30315,P-1005,FormBuilder Pro,2026-06-26T00,1,fr,Décevant,Énormément de bugs après la dernière mise à jour. Le tableau de bord ne charge plus. Frustrant.,true
REV-30316,P-1003,DataPipe Connector Pack,2026-07-06T00,5,en,Love it,The onboarding was smooth and the UI is intuitive. Support helped us migrate from our old tool.,false
REV-30317,P-1006,InboxZero Assistant,2026-06-12T00,2,fr,Décevant,Énormément de bugs après la dernière mise à jour. Le tableau de bord ne charge plus. Frustrant.,false
REV-30318,P-1002,AcmeFlow CRM Add-on,2026-07-13T00,3,en,Mostly good,It's just okay. Does the job but nothing stands out. Considering alternatives for the price.,false
REV-30319,P-1004,InsightDeck Dashboard,2026-06-06T00,4,fr,Conforme,Solide et fiable. Les intégrations ont fonctionné immédiatement. Je recommande pour petites équipes.,true
REV-30320,P-1002,AcmeFlow CRM Add-on,2026-07-24T00,5,en,Works as expected,Solid and reliable. Integrations with our stack just worked. Would recommend for small teams.,false
REV-30321,P-1002,AcmeFlow CRM Add-on,2026-06-09T00,3,fr,Plutôt bien,Fonctionne bien 80% du temps mais ralentissements aux heures de pointe. Reporting à enrichir.,true
REV-30322,P-1005,FormBuilder Pro,2026-07-06T00,5,fr,Conforme,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,true
REV-30323,P-1005,FormBuilder Pro,2026-06-04T00,3,fr,Mitigé,Fonctionne bien 80% du temps mais ralentissements aux heures de pointe. Reporting à enrichir.,false
REV-30324,P-1004,InsightDeck Dashboard,2026-08-01T00,5,en,Works as expected,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,false
REV-30325,P-1004,InsightDeck Dashboard,2026-06-24T00,5,fr,J'adore,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,false
REV-30326,P-1001,AcmeFlow Project Manager,2026-07-04T00,5,fr,Meilleur achat,J'adore. Ça m'a fait gagner des heures chaque semaine. Les règles d'automatisation sont géniales.,true
REV-30327,P-1001,AcmeFlow Project Manager,2026-06-17T00,3,fr,Plutôt bien,Fonctionne bien 80% du temps mais ralentissements aux heures de pointe. Reporting à enrichir.,true
REV-30328,P-1006,InboxZero Assistant,2026-07-25T00,1,fr,Décevant,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,true
REV-30329,P-1003,DataPipe Connector Pack,2026-06-10T00,1,en,Disappointing,Disappointed — key features promised on the roadmap are missing. Pricing feels high for what's included.,true
REV-30330,P-1005,FormBuilder Pro,2026-06-11T00,1,fr,Plein de bugs,Énormément de bugs après la dernière mise à jour. Le tableau de bord ne charge plus. Frustrant.,false
REV-30331,P-1005,FormBuilder Pro,2026-07-18T00,5,en,Great product,I absolutely love it. Saved me hours every week. The automation rules are a game changer.,true
REV-30332,P-1005,FormBuilder Pro,2026-06-22T00,4,fr,Super produit,Meilleur achat de l'année. ROI visible en un mois. Toute l'équipe a adopté l'outil.,true
REV-30333,P-1005,FormBuilder Pro,2026-07-31T00,4,en,Works as expected,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,true
REV-30334,P-1006,InboxZero Assistant,2026-07-21T00,1,fr,Plein de bugs,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,false
REV-30335,P-1006,InboxZero Assistant,2026-06-22T00,1,fr,Plein de bugs,Décevant — des fonctionnalités clés promises sont absentes. Prix élevé pour l'offre.,false
REV-30336,P-1005,FormBuilder Pro,2026-07-22T00,4,en,Great product,I absolutely love it. Saved me hours every week. The automation rules are a game changer.,false
REV-30337,P-1004,InsightDeck Dashboard,2026-07-31T00,2,en,Bugs everywhere,So many bugs after the last update. The dashboard doesn't load and support is slow to respond. Frustrating.,true
REV-30338,P-1003,DataPipe Connector Pack,2026-07-24T00,5,en,Works as expected,The onboarding was smooth and the UI is intuitive. Support helped us migrate from our old tool.,true
REV-30339,P-1002,AcmeFlow CRM Add-on,2026-06-04T00,5,fr,Conforme,L'intégration était fluide et l'interface intuitive. Le support nous a aidés à migrer.,true
REV-30340,P-1002,AcmeFlow CRM Add-on,2026-07-26T00,5,en,Best purchase this year,Best purchase this year. ROI was visible within a month. The team adopted it immediately.,false
