ticket_id,customer_id,created_at,channel,language,subject,description,status,sla_breached
TKT-20168,C-22911,2026-07-25T14:24:00,email,fr,Colis endommagé,Ma commande #73678 devait arriver le 2026-07-20 mais a maintenant 6 jours de retard. Toujours 'en transit'.,pending,false
TKT-20169,C-21291,2026-07-26T09:50:00,in_app,en,Delete my account,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20170,C-17356,2026-07-28T12:43:00,phone,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,pending,false
TKT-20171,C-45159,2026-07-01T12:22:00,in_app,fr,Problème d'abonnement,J'ai été facturé 121€ alors que le total était de 134€. Merci d'examiner et de rembourser.,pending,false
TKT-20172,C-44545,2026-06-13T09:40:00,phone,en,Feedback,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,pending,false
TKT-20173,C-13567,2026-07-01T10:55:00,email,fr,Mauvais article livré,Ma commande #78307 devait arriver le 2026-07-20 mais a maintenant 5 jours de retard. Toujours 'en transit'.,open,false
TKT-20174,C-19557,2026-07-03T18:34:00,phone,en,Refund request,I was charged 202 but my order total was 42. Please investigate and refund the difference.,open,false
TKT-20175,C-18810,2026-06-13T09:31:00,email,fr,Fusionner des comptes,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20176,C-29209,2026-06-19T10:32:00,in_app,fr,L'application plante,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,true
TKT-20177,C-10783,2026-06-04T10:49:00,email,fr,Problème d'abonnement,J'ai été facturé 81€ alors que le total était de 99€. Merci d'examiner et de rembourser.,solved,false
TKT-20178,C-32229,2026-06-20T12:17:00,email,en,App crashes on login,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,open,true
TKT-20179,C-12976,2026-07-23T16:00:00,in_app,fr,Supprimer mon compte,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,pending,false
TKT-20180,C-20600,2026-06-06T17:44:00,chat,en,Invoice not received,I was charged 314 but my order total was 139. Please investigate and refund the difference.,open,false
TKT-20181,C-24145,2026-07-06T10:49:00,chat,fr,Question générale,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,open,false
TKT-20182,C-12786,2026-06-25T14:03:00,phone,en,Wrong amount charged,I was charged 212 but my order total was 97. Please investigate and refund the difference.,pending,false
TKT-20183,C-20983,2026-07-13T08:19:00,phone,en,Wrong amount charged,I was charged 134 but my order total was 293. Please investigate and refund the difference.,open,true
TKT-20184,C-34178,2026-07-23T17:46:00,in_app,en,Add CSV export,Would love to see this added — it would save our team several hours per week. Happy to beta test.,open,false
TKT-20185,C-45103,2026-06-17T16:45:00,in_app,en,SSO integration request,Would love to see this added — it would save our team several hours per week. Happy to beta test.,pending,false
TKT-20186,C-32597,2026-07-28T20:01:00,email,fr,Facturation erronée,J'ai été facturé 124€ alors que le total était de 119€. Merci d'examiner et de rembourser.,solved,false
TKT-20187,C-26000,2026-06-05T16:06:00,in_app,fr,L'application plante,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,open,true
TKT-20188,C-47614,2026-06-13T09:50:00,phone,fr,Facture non reçue,J'ai été facturé 85€ alors que le total était de 218€. Merci d'examiner et de rembourser.,open,true
TKT-20189,C-34646,2026-06-13T17:06:00,phone,en,Wrong item delivered,My order #84045 was supposed to arrive on 2026-07-20 but it's now 3 days late. Status still says 'in transit'.,solved,false
TKT-20190,C-43685,2026-08-01T16:17:00,phone,en,Partnership inquiry,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,pending,false
TKT-20191,C-12934,2026-07-28T17:55:00,chat,en,Delete my account,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20192,C-15664,2026-07-27T15:13:00,phone,fr,Ajouter l'export CSV,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,solved,false
TKT-20193,C-11750,2026-06-25T16:41:00,email,fr,Paiement échoue sur mobile,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,open,true
TKT-20194,C-25054,2026-07-13T16:11:00,chat,fr,Problème d'abonnement,J'ai été facturé 241€ alors que le total était de 249€. Merci d'examiner et de rembourser.,pending,false
TKT-20195,C-22446,2026-07-29T16:55:00,phone,fr,Demande SSO,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,open,false
TKT-20196,C-22131,2026-07-17T11:41:00,in_app,en,Damaged on arrival,My order #85440 was supposed to arrive on 2026-07-20 but it's now 9 days late. Status still says 'in transit'.,pending,false
TKT-20197,C-26602,2026-07-21T09:48:00,chat,en,Feedback,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,pending,false
TKT-20198,C-25611,2026-06-14T09:06:00,phone,fr,Question générale,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,pending,false
TKT-20199,C-46821,2026-07-11T15:42:00,in_app,en,Search returns error,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,open,true
TKT-20200,C-14879,2026-07-10T08:03:00,email,en,Delete my account,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20201,C-28997,2026-07-30T12:40:00,phone,en,Package delayed,My order #56246 was supposed to arrive on 2026-07-20 but it's now 4 days late. Status still says 'in transit'.,solved,false
TKT-20202,C-23174,2026-07-23T15:47:00,chat,en,Subscription renewal issue,I was charged 136 but my order total was 184. Please investigate and refund the difference.,solved,false
TKT-20203,C-44842,2026-06-29T19:47:00,in_app,en,Invoice not received,I was charged 289 but my order total was 116. Please investigate and refund the difference.,solved,false
TKT-20204,C-25501,2026-06-26T09:52:00,email,fr,Question générale,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,open,false
TKT-20205,C-13282,2026-06-15T20:12:00,chat,fr,Mode sombre svp,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,solved,false
TKT-20206,C-18252,2026-07-25T12:14:00,in_app,en,Tracking not updating,My order #86263 was supposed to arrive on 2026-07-20 but it's now 4 days late. Status still says 'in transit'.,solved,false
TKT-20207,C-33585,2026-07-17T18:18:00,in_app,en,Press contact,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,pending,false
TKT-20208,C-32391,2026-06-18T09:40:00,phone,en,Dark mode please,Would love to see this added — it would save our team several hours per week. Happy to beta test.,open,false
TKT-20209,C-22925,2026-06-12T15:13:00,chat,fr,Suivi bloqué,Ma commande #91669 devait arriver le 2026-07-20 mais a maintenant 5 jours de retard. Toujours 'en transit'.,solved,false
TKT-20210,C-15929,2026-07-14T14:07:00,chat,fr,Ajouter l'export CSV,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,open,false
TKT-20211,C-46596,2026-07-21T13:01:00,in_app,fr,Fusionner des comptes,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20212,C-20660,2026-07-12T15:35:00,phone,fr,Fusionner des comptes,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,pending,false
TKT-20213,C-41831,2026-06-06T18:46:00,in_app,fr,Bouton de paiement cassé,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,false
TKT-20214,C-33967,2026-07-05T12:08:00,email,en,General question,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,open,false
TKT-20215,C-41258,2026-07-09T14:56:00,in_app,en,Search returns error,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,solved,false
TKT-20216,C-38241,2026-07-12T15:02:00,phone,en,Two-factor auth problem,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20217,C-19910,2026-06-18T20:59:00,chat,fr,Édition en masse du stock,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,solved,false
TKT-20218,C-16607,2026-06-13T16:39:00,in_app,en,Invoice not received,I was charged 228 but my order total was 220. Please investigate and refund the difference.,solved,false
TKT-20219,C-43775,2026-07-22T17:23:00,chat,en,Package delayed,My order #72495 was supposed to arrive on 2026-07-20 but it's now 7 days late. Status still says 'in transit'.,solved,false
TKT-20220,C-35032,2026-07-13T14:19:00,chat,en,Add CSV export,Would love to see this added — it would save our team several hours per week. Happy to beta test.,solved,false
TKT-20221,C-29306,2026-06-23T12:41:00,chat,en,Wrong item delivered,My order #83203 was supposed to arrive on 2026-07-20 but it's now 7 days late. Status still says 'in transit'.,solved,false
TKT-20222,C-41738,2026-07-21T20:55:00,email,en,Merge two accounts,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20223,C-41812,2026-07-26T17:06:00,email,en,Search returns error,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,solved,false
TKT-20224,C-32057,2026-06-28T20:15:00,email,fr,L'application plante,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,false
TKT-20225,C-38542,2026-07-09T11:45:00,phone,en,Delete my account,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,pending,false
TKT-20226,C-12966,2026-07-17T09:39:00,chat,en,Wrong amount charged,I was charged 342 but my order total was 22. Please investigate and refund the difference.,open,true
TKT-20227,C-29471,2026-06-11T12:58:00,in_app,fr,Contact presse,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,open,false
TKT-20228,C-19850,2026-07-02T10:19:00,in_app,fr,Problème 2FA,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20229,C-23221,2026-07-08T10:51:00,email,fr,Colis endommagé,Ma commande #70890 devait arriver le 2026-07-20 mais a maintenant 2 jours de retard. Toujours 'en transit'.,open,false
TKT-20230,C-21291,2026-08-01T13:21:00,chat,fr,Paiement échoue sur mobile,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,pending,false
TKT-20231,C-16033,2026-07-17T08:07:00,email,fr,Question générale,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,pending,false
TKT-20232,C-44098,2026-06-25T09:23:00,in_app,fr,Supprimer mon compte,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,pending,false
TKT-20233,C-40620,2026-07-21T18:42:00,chat,en,Payment fails on mobile,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,open,false
TKT-20234,C-32935,2026-06-05T20:25:00,phone,fr,Réinitialisation mot de passe,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20235,C-18622,2026-07-09T15:16:00,phone,en,Press contact,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,pending,false
TKT-20236,C-39254,2026-07-08T10:35:00,email,fr,Bouton de paiement cassé,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,pending,false
TKT-20237,C-13534,2026-07-04T10:58:00,in_app,fr,Retour,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,solved,false
TKT-20238,C-19436,2026-07-07T14:14:00,phone,en,Subscription renewal issue,I was charged 257 but my order total was 190. Please investigate and refund the difference.,pending,false
TKT-20239,C-13023,2026-06-13T12:40:00,phone,fr,Suivi bloqué,Ma commande #58132 devait arriver le 2026-07-20 mais a maintenant 3 jours de retard. Toujours 'en transit'.,solved,false
TKT-20240,C-17635,2026-07-04T08:18:00,email,fr,Mode sombre svp,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,pending,false
TKT-20241,C-18010,2026-06-14T19:49:00,phone,en,Wrong item delivered,My order #75821 was supposed to arrive on 2026-07-20 but it's now 6 days late. Status still says 'in transit'.,open,false
TKT-20242,C-35849,2026-07-16T17:33:00,email,fr,Colis en retard,Ma commande #79283 devait arriver le 2026-07-20 mais a maintenant 7 jours de retard. Toujours 'en transit'.,pending,false
TKT-20243,C-48370,2026-06-05T13:30:00,chat,en,Two-factor auth problem,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20244,C-14311,2026-06-08T14:03:00,in_app,fr,Paiement échoue sur mobile,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,open,false
TKT-20245,C-41044,2026-06-05T08:39:00,in_app,en,Press contact,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,pending,false
TKT-20246,C-11088,2026-06-08T12:23:00,phone,en,Partnership inquiry,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,open,false
TKT-20247,C-32256,2026-06-09T11:33:00,phone,en,Tracking not updating,My order #68089 was supposed to arrive on 2026-07-20 but it's now 2 days late. Status still says 'in transit'.,solved,false
TKT-20248,C-20104,2026-07-31T18:08:00,chat,en,Merge two accounts,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20249,C-30534,2026-07-14T17:32:00,in_app,fr,L'application plante,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,false
TKT-20250,C-10307,2026-07-21T08:00:00,phone,fr,Demande de remboursement,J'ai été facturé 382€ alors que le total était de 26€. Merci d'examiner et de rembourser.,pending,false
TKT-20251,C-14385,2026-07-25T18:06:00,email,fr,Colis en retard,Ma commande #59884 devait arriver le 2026-07-20 mais a maintenant 2 jours de retard. Toujours 'en transit'.,solved,false
TKT-20252,C-35639,2026-07-20T13:23:00,in_app,fr,Mode sombre svp,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,open,false
TKT-20253,C-41360,2026-06-03T19:47:00,email,fr,Ajouter l'export CSV,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,solved,false
TKT-20254,C-46892,2026-06-09T17:42:00,phone,en,Add CSV export,Would love to see this added — it would save our team several hours per week. Happy to beta test.,solved,false
TKT-20255,C-48810,2026-06-26T17:57:00,in_app,en,Press contact,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,open,false
TKT-20256,C-31000,2026-07-08T14:40:00,email,en,Invoice not received,I was charged 377 but my order total was 71. Please investigate and refund the difference.,pending,false
TKT-20257,C-28183,2026-07-01T09:25:00,in_app,en,Refund request,I was charged 128 but my order total was 11. Please investigate and refund the difference.,open,true
TKT-20258,C-11709,2026-07-25T08:12:00,email,en,Subscription renewal issue,I was charged 69 but my order total was 89. Please investigate and refund the difference.,solved,false
TKT-20259,C-26428,2026-07-04T14:02:00,email,fr,L'application plante,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,open,true
TKT-20260,C-32344,2026-07-10T20:23:00,chat,fr,Suivi bloqué,Ma commande #85632 devait arriver le 2026-07-20 mais a maintenant 9 jours de retard. Toujours 'en transit'.,pending,false
TKT-20261,C-25097,2026-07-03T08:34:00,phone,en,Subscription renewal issue,I was charged 89 but my order total was 44. Please investigate and refund the difference.,pending,true
TKT-20262,C-36285,2026-06-08T15:02:00,in_app,en,Invoice not received,I was charged 367 but my order total was 161. Please investigate and refund the difference.,open,false
TKT-20263,C-15998,2026-06-15T10:26:00,chat,fr,Colis en retard,Ma commande #74630 devait arriver le 2026-07-20 mais a maintenant 2 jours de retard. Toujours 'en transit'.,open,false
TKT-20264,C-24819,2026-08-01T16:10:00,in_app,fr,Demande de remboursement,J'ai été facturé 311€ alors que le total était de 187€. Merci d'examiner et de rembourser.,pending,false
TKT-20265,C-37529,2026-07-10T16:36:00,chat,fr,Paiement échoue sur mobile,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,solved,false
TKT-20266,C-44245,2026-06-17T14:00:00,chat,fr,Colis en retard,Ma commande #59176 devait arriver le 2026-07-20 mais a maintenant 4 jours de retard. Toujours 'en transit'.,solved,false
TKT-20267,C-41467,2026-06-11T18:43:00,phone,en,Partnership inquiry,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,solved,false
TKT-20268,C-25906,2026-07-07T19:11:00,email,en,Feedback,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,solved,false
TKT-20269,C-32780,2026-06-06T14:40:00,chat,fr,Problème d'abonnement,J'ai été facturé 310€ alors que le total était de 58€. Merci d'examiner et de rembourser.,open,false
TKT-20270,C-38166,2026-07-26T14:34:00,phone,fr,Demande de remboursement,J'ai été facturé 318€ alors que le total était de 203€. Merci d'examiner et de rembourser.,open,false
TKT-20271,C-37346,2026-06-08T18:54:00,email,en,Add CSV export,Would love to see this added — it would save our team several hours per week. Happy to beta test.,solved,false
TKT-20272,C-14126,2026-07-02T15:09:00,chat,en,Checkout button broken,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,open,false
TKT-20273,C-35092,2026-06-30T12:34:00,phone,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20274,C-14232,2026-06-16T11:16:00,phone,en,Press contact,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,open,false
TKT-20275,C-28210,2026-07-27T08:04:00,chat,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,pending,false
TKT-20276,C-31778,2026-06-06T20:53:00,phone,fr,Mauvais article livré,Ma commande #74024 devait arriver le 2026-07-20 mais a maintenant 6 jours de retard. Toujours 'en transit'.,solved,false
TKT-20277,C-27886,2026-07-11T11:58:00,in_app,fr,Facture non reçue,J'ai été facturé 230€ alors que le total était de 137€. Merci d'examiner et de rembourser.,pending,false
TKT-20278,C-45986,2026-07-26T12:37:00,chat,en,Damaged on arrival,My order #89430 was supposed to arrive on 2026-07-20 but it's now 3 days late. Status still says 'in transit'.,open,false
TKT-20279,C-17407,2026-06-14T15:55:00,in_app,en,Damaged on arrival,My order #55044 was supposed to arrive on 2026-07-20 but it's now 5 days late. Status still says 'in transit'.,solved,false
TKT-20280,C-36723,2026-06-29T17:03:00,phone,en,Press contact,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,solved,false
TKT-20281,C-43968,2026-06-19T14:40:00,chat,en,Invoice not received,I was charged 317 but my order total was 294. Please investigate and refund the difference.,open,false
TKT-20282,C-35740,2026-06-07T17:08:00,chat,en,Two-factor auth problem,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20283,C-10284,2026-06-12T16:14:00,email,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,pending,false
TKT-20284,C-37650,2026-06-23T17:41:00,email,en,Package delayed,My order #88198 was supposed to arrive on 2026-07-20 but it's now 7 days late. Status still says 'in transit'.,solved,false
TKT-20285,C-11779,2026-06-07T10:53:00,chat,fr,Ajouter l'export CSV,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,solved,false
TKT-20286,C-36398,2026-06-24T14:30:00,phone,fr,Problème d'abonnement,J'ai été facturé 131€ alors que le total était de 229€. Merci d'examiner et de rembourser.,pending,false
TKT-20287,C-29858,2026-07-14T13:00:00,in_app,en,Tracking not updating,My order #60675 was supposed to arrive on 2026-07-20 but it's now 9 days late. Status still says 'in transit'.,pending,false
TKT-20288,C-49604,2026-07-22T10:42:00,in_app,fr,Colis endommagé,Ma commande #57325 devait arriver le 2026-07-20 mais a maintenant 8 jours de retard. Toujours 'en transit'.,solved,false
TKT-20289,C-28391,2026-07-10T09:56:00,in_app,fr,Colis en retard,Ma commande #84299 devait arriver le 2026-07-20 mais a maintenant 6 jours de retard. Toujours 'en transit'.,open,false
TKT-20290,C-47036,2026-06-17T18:43:00,in_app,fr,Bouton de paiement cassé,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,open,true
TKT-20291,C-30833,2026-06-03T17:53:00,in_app,en,Invoice not received,I was charged 153 but my order total was 147. Please investigate and refund the difference.,open,true
TKT-20292,C-40352,2026-07-03T12:56:00,in_app,fr,Demande de remboursement,J'ai été facturé 121€ alors que le total était de 91€. Merci d'examiner et de rembourser.,solved,false
TKT-20293,C-13103,2026-07-14T12:36:00,chat,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,solved,false
TKT-20294,C-29801,2026-07-07T20:03:00,phone,en,Tracking not updating,My order #91088 was supposed to arrive on 2026-07-20 but it's now 4 days late. Status still says 'in transit'.,pending,false
TKT-20295,C-43505,2026-06-22T20:37:00,phone,fr,Mauvais article livré,Ma commande #57134 devait arriver le 2026-07-20 mais a maintenant 8 jours de retard. Toujours 'en transit'.,open,false
TKT-20296,C-49778,2026-07-20T10:51:00,in_app,fr,Bouton de paiement cassé,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,pending,true
TKT-20297,C-33625,2026-06-12T12:33:00,chat,en,Search returns error,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,open,false
TKT-20298,C-10497,2026-06-19T08:58:00,email,fr,Colis endommagé,Ma commande #63542 devait arriver le 2026-07-20 mais a maintenant 2 jours de retard. Toujours 'en transit'.,solved,false
TKT-20299,C-37082,2026-07-11T20:11:00,phone,en,Damaged on arrival,My order #82666 was supposed to arrive on 2026-07-20 but it's now 4 days late. Status still says 'in transit'.,pending,false
TKT-20300,C-25155,2026-06-26T11:41:00,phone,fr,Contact presse,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,open,false
TKT-20301,C-42434,2026-07-03T13:52:00,phone,fr,Problème d'abonnement,J'ai été facturé 328€ alors que le total était de 21€. Merci d'examiner et de rembourser.,open,false
TKT-20302,C-25096,2026-07-05T18:23:00,in_app,fr,Suivi bloqué,Ma commande #67719 devait arriver le 2026-07-20 mais a maintenant 4 jours de retard. Toujours 'en transit'.,pending,false
TKT-20303,C-49146,2026-07-04T11:21:00,phone,en,Cannot reset password,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20304,C-35795,2026-07-10T20:51:00,phone,fr,Facturation erronée,J'ai été facturé 46€ alors que le total était de 50€. Merci d'examiner et de rembourser.,solved,false
TKT-20305,C-47574,2026-07-29T19:23:00,chat,en,Delete my account,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20306,C-11260,2026-07-22T08:50:00,chat,fr,Erreur de recherche,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,pending,false
TKT-20307,C-30487,2026-06-07T10:20:00,in_app,fr,Problème 2FA,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,pending,false
TKT-20308,C-17902,2026-06-14T19:05:00,email,fr,Mode sombre svp,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,pending,false
TKT-20309,C-48919,2026-07-15T15:18:00,chat,fr,Colis endommagé,Ma commande #66837 devait arriver le 2026-07-20 mais a maintenant 9 jours de retard. Toujours 'en transit'.,solved,false
TKT-20310,C-47931,2026-07-03T11:24:00,chat,fr,Contact presse,Je vous contacte — pas urgent. Je voulais partager un retour sur la dernière mise à jour.,open,false
TKT-20311,C-47755,2026-07-06T14:25:00,in_app,fr,Supprimer mon compte,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,pending,false
TKT-20312,C-45623,2026-07-30T15:53:00,email,fr,Colis en retard,Ma commande #62916 devait arriver le 2026-07-20 mais a maintenant 4 jours de retard. Toujours 'en transit'.,solved,false
TKT-20313,C-30370,2026-07-13T11:01:00,in_app,fr,L'application plante,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,open,false
TKT-20314,C-26149,2026-06-08T14:04:00,phone,fr,Ajouter l'export CSV,Ce serait super d'ajouter ça — ça nous ferait gagner plusieurs heures par semaine. Prêt pour la bêta.,solved,false
TKT-20315,C-42325,2026-06-15T13:22:00,in_app,en,Wrong amount charged,I was charged 69 but my order total was 21. Please investigate and refund the difference.,pending,false
TKT-20316,C-30216,2026-07-15T16:44:00,phone,en,Wrong amount charged,I was charged 21 but my order total was 199. Please investigate and refund the difference.,solved,false
TKT-20317,C-43922,2026-07-03T17:28:00,email,fr,Paiement échoue sur mobile,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,pending,false
TKT-20318,C-35313,2026-07-21T20:15:00,email,en,App crashes on login,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,solved,true
TKT-20319,C-26933,2026-06-06T11:31:00,email,en,Search returns error,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,solved,false
TKT-20320,C-36401,2026-07-09T17:12:00,in_app,fr,Erreur de recherche,Quand je clique sur payer le loader tourne indéfiniment sur Chrome/Safari. Erreur 500 dans la console.,pending,false
TKT-20321,C-15927,2026-07-11T16:28:00,phone,en,Partnership inquiry,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,pending,false
TKT-20322,C-18378,2026-06-16T09:21:00,email,en,Two-factor auth problem,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,pending,false
TKT-20323,C-31362,2026-07-10T09:45:00,email,en,Partnership inquiry,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,solved,false
TKT-20324,C-43929,2026-07-24T16:21:00,email,fr,Suivi bloqué,Ma commande #94504 devait arriver le 2026-07-20 mais a maintenant 4 jours de retard. Toujours 'en transit'.,open,false
TKT-20325,C-27279,2026-07-11T18:32:00,chat,fr,Facturation erronée,J'ai été facturé 274€ alors que le total était de 61€. Merci d'examiner et de rembourser.,open,false
TKT-20326,C-18269,2026-08-01T15:07:00,chat,en,Feedback,Just reaching out — not urgent. Wanted to share some feedback on the recent update.,pending,false
TKT-20327,C-49714,2026-07-06T16:30:00,phone,en,App crashes on login,When I click checkout the spinner spins forever and nothing happens on Chrome/Safari. Console shows a 500 error.,solved,false
TKT-20328,C-32050,2026-06-30T19:29:00,chat,en,Delete my account,I'm locked out and the password reset email never arrives. Tried multiple times. Very frustrated.,open,false
TKT-20329,C-43515,2026-07-15T18:44:00,phone,fr,Supprimer mon compte,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20330,C-15052,2026-06-12T12:31:00,in_app,fr,Réinitialisation mot de passe,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,solved,false
TKT-20331,C-22855,2026-06-09T14:42:00,in_app,en,Damaged on arrival,My order #57816 was supposed to arrive on 2026-07-20 but it's now 9 days late. Status still says 'in transit'.,open,false
TKT-20332,C-40902,2026-07-09T17:51:00,in_app,fr,Supprimer mon compte,Je suis bloqué et l'email de réinitialisation n'arrive jamais. J'ai essayé plusieurs fois. Très frustré.,open,false
TKT-20333,C-42141,2026-07-31T19:36:00,chat,en,Wrong item delivered,My order #76698 was supposed to arrive on 2026-07-20 but it's now 4 days late. Status still says 'in transit'.,pending,false
TKT-20334,C-24097,2026-06-06T11:32:00,chat,en,Refund request,I was charged 270 but my order total was 71. Please investigate and refund the difference.,open,true
