event_date,page_path,country,device,sessions,pageviews,bounce_rate,avg_session_sec
2026-06-14,/signup,FR,tablet,26,48,28.97,88.45
2026-06-14,/signup,EU,desktop,151,185,52.28,235.61
2026-06-14,/signup,EU,mobile,131,185,59.84,242.00
2026-06-14,/signup,EU,tablet,25,38,28.92,233.75
2026-06-14,/signup,UK,desktop,129,207,42.67,168.00
2026-06-14,/signup,UK,mobile,119,221,53.60,271.79
2026-06-14,/signup,UK,tablet,28,57,37.15,222.45
2026-06-14,/signup,US,desktop,127,202,47.26,125.03
2026-06-14,/signup,US,mobile,122,204,37.33,114.51
2026-06-14,/signup,US,tablet,23,36,30.47,104.36
2026-06-15,/,FR,desktop,479,778,38.42,122.54
2026-06-15,/,FR,mobile,395,484,35.85,264.37
2026-06-15,/,FR,tablet,90,157,33.14,278.35
2026-06-15,/,EU,desktop,573,704,46.64,165.21
2026-06-15,/,EU,mobile,486,755,30.41,191.04
2026-06-15,/,EU,tablet,109,189,28.76,139.52
2026-06-15,/,UK,desktop,490,693,49.22,90.90
2026-06-15,/,UK,mobile,392,758,31.57,237.52
2026-06-15,/,UK,tablet,89,159,29.22,307.56
2026-06-15,/,US,desktop,549,894,57.87,317.15
2026-06-15,/,US,mobile,401,636,52.71,186.55
2026-06-15,/,US,tablet,94,135,37.40,93.40
2026-06-15,/pricing,FR,desktop,322,461,46.19,82.74
2026-06-15,/pricing,FR,mobile,261,413,34.25,238.57
2026-06-15,/pricing,FR,tablet,63,116,55.19,75.35
2026-06-15,/pricing,EU,desktop,354,450,55.97,63.13
2026-06-15,/pricing,EU,mobile,279,405,48.25,62.41
2026-06-15,/pricing,EU,tablet,65,115,39.92,157.33
2026-06-15,/pricing,UK,desktop,366,691,47.35,150.77
2026-06-15,/pricing,UK,mobile,278,551,30.43,115.87
2026-06-15,/pricing,UK,tablet,58,74,31.21,93.38
2026-06-15,/pricing,US,desktop,274,484,53.13,118.53
2026-06-15,/pricing,US,mobile,252,406,58.02,239.94
2026-06-15,/pricing,US,tablet,65,115,59.76,138.19
2026-06-15,/product,FR,desktop,382,537,54.42,258.95
2026-06-15,/product,FR,mobile,310,395,37.99,191.06
2026-06-15,/product,FR,tablet,74,145,38.70,97.85
2026-06-15,/product,EU,desktop,389,703,28.13,128.02
2026-06-15,/product,EU,mobile,310,499,57.49,151.35
2026-06-15,/product,EU,tablet,69,136,53.68,241.26
2026-06-15,/product,UK,desktop,353,641,42.65,307.46
2026-06-15,/product,UK,mobile,317,398,49.35,107.24
2026-06-15,/product,UK,tablet,65,127,54.21,150.86
2026-06-15,/product,US,desktop,359,738,28.69,238.87
2026-06-15,/product,US,mobile,333,476,45.87,142.05
2026-06-15,/product,US,tablet,70,138,42.14,255.81
2026-06-15,/docs,FR,desktop,197,278,44.78,146.41
2026-06-15,/docs,FR,mobile,191,320,42.65,222.31
2026-06-15,/docs,FR,tablet,39,79,52.69,164.18
2026-06-15,/docs,EU,desktop,237,329,46.89,292.15
2026-06-15,/docs,EU,mobile,208,313,53.35,87.61
2026-06-15,/docs,EU,tablet,41,63,37.36,153.65
2026-06-15,/docs,UK,desktop,227,283,30.94,256.80
2026-06-15,/docs,UK,mobile,217,426,30.09,132.86
2026-06-15,/docs,UK,tablet,41,51,59.14,132.27
2026-06-15,/docs,US,desktop,200,345,50.54,245.21
2026-06-15,/docs,US,mobile,188,374,40.23,77.83
2026-06-15,/docs,US,tablet,46,79,43.51,142.56
2026-06-15,/blog/launch,FR,desktop,173,322,60.27,175.31
2026-06-15,/blog/launch,FR,mobile,139,215,59.08,172.67
2026-06-15,/blog/launch,FR,tablet,33,49,30.47,239.36
2026-06-15,/blog/launch,EU,desktop,170,339,54.15,68.25
2026-06-15,/blog/launch,EU,mobile,128,207,55.81,183.92
2026-06-15,/blog/launch,EU,tablet,29,44,43.11,120.87
2026-06-15,/blog/launch,UK,desktop,154,223,48.71,300.24
2026-06-15,/blog/launch,UK,mobile,126,199,55.55,216.79
2026-06-15,/blog/launch,UK,tablet,32,53,30.75,137.35
2026-06-15,/blog/launch,US,desktop,139,283,53.40,149.09
2026-06-15,/blog/launch,US,mobile,144,263,61.47,108.31
2026-06-15,/blog/launch,US,tablet,32,40,55.29,276.53
2026-06-15,/contact,FR,desktop,142,266,57.68,269.86
2026-06-15,/contact,FR,mobile,123,189,34.52,85.25
2026-06-15,/contact,FR,tablet,24,38,58.25,123.19
2026-06-15,/contact,EU,desktop,112,231,50.12,234.92
2026-06-15,/contact,EU,mobile,109,218,30.32,145.38
2026-06-15,/contact,EU,tablet,20,33,38.45,184.63
2026-06-15,/contact,UK,desktop,141,244,61.00,67.88
2026-06-15,/contact,UK,mobile,128,238,30.01,272.89
2026-06-15,/contact,UK,tablet,24,34,52.95,168.44
2026-06-15,/contact,US,desktop,124,179,38.38,133.66
2026-06-15,/contact,US,mobile,97,131,61.89,144.01
2026-06-15,/contact,US,tablet,22,44,59.44,310.83
2026-06-15,/signup,FR,desktop,217,282,49.41,176.40
2026-06-15,/signup,FR,mobile,167,216,40.43,131.45
2026-06-15,/signup,FR,tablet,37,70,53.38,252.53
2026-06-15,/signup,EU,desktop,189,381,61.30,172.88
2026-06-15,/signup,EU,mobile,162,299,43.64,78.71
2026-06-15,/signup,EU,tablet,35,70,56.75,218.47
2026-06-15,/signup,UK,desktop,201,357,54.20,126.23
2026-06-15,/signup,UK,mobile,193,346,41.20,85.56
2026-06-15,/signup,UK,tablet,35,50,43.30,246.04
2026-06-15,/signup,US,desktop,208,406,60.20,220.21
2026-06-15,/signup,US,mobile,155,244,36.15,131.30
2026-06-15,/signup,US,tablet,34,66,56.29,104.73
2026-06-16,/,FR,desktop,564,1161,31.11,96.32
2026-06-16,/,FR,mobile,401,662,49.63,153.11
2026-06-16,/,FR,tablet,90,150,62.00,267.16
2026-06-16,/,EU,desktop,462,752,60.29,239.27
2026-06-16,/,EU,mobile,390,518,47.46,133.81
2026-06-16,/,EU,tablet,88,118,30.47,125.65
2026-06-16,/,UK,desktop,532,952,42.43,75.64
2026-06-16,/,UK,mobile,479,917,56.77,140.69
2026-06-16,/,UK,tablet,93,113,56.91,160.13
2026-06-16,/,US,desktop,466,951,50.94,288.49
2026-06-16,/,US,mobile,431,731,57.35,85.13
2026-06-16,/,US,tablet,106,151,48.39,167.18
2026-06-16,/pricing,FR,desktop,358,636,29.32,262.39
2026-06-16,/pricing,FR,mobile,318,622,41.27,199.53
2026-06-16,/pricing,FR,tablet,63,77,30.25,297.37
2026-06-16,/pricing,EU,desktop,291,399,54.36,63.68
2026-06-16,/pricing,EU,mobile,268,402,30.98,244.89
2026-06-16,/pricing,EU,tablet,62,78,55.59,114.88
2026-06-16,/pricing,UK,desktop,356,743,59.32,304.41
2026-06-16,/pricing,UK,mobile,294,433,28.79,305.57
2026-06-16,/pricing,UK,tablet,65,87,47.19,145.16
2026-06-16,/pricing,US,desktop,307,525,39.14,216.82
2026-06-16,/pricing,US,mobile,283,483,61.06,297.53
2026-06-16,/pricing,US,tablet,58,103,28.31,129.53
2026-06-16,/product,FR,desktop,334,516,35.59,210.08
2026-06-16,/product,FR,mobile,339,421,39.61,260.39
2026-06-16,/product,FR,tablet,67,104,50.54,129.47
2026-06-16,/product,EU,desktop,379,536,47.57,290.36
2026-06-16,/product,EU,mobile,274,514,36.83,108.35
2026-06-16,/product,EU,tablet,75,125,32.34,187.79
2026-06-16,/product,UK,desktop,333,695,60.13,252.16
2026-06-16,/product,UK,mobile,265,518,29.43,64.69
2026-06-16,/product,UK,tablet,65,122,34.40,224.10
2026-06-16,/product,US,desktop,339,518,40.84,187.11
2026-06-16,/product,US,mobile,304,632,47.53,265.93
2026-06-16,/product,US,tablet,65,82,37.84,124.10
2026-06-16,/docs,FR,desktop,238,299,52.11,319.27
2026-06-16,/docs,FR,mobile,196,358,44.96,217.12
2026-06-16,/docs,FR,tablet,38,61,52.19,245.28
2026-06-16,/docs,EU,desktop,195,388,31.35,174.54
2026-06-16,/docs,EU,mobile,216,359,32.38,287.25
2026-06-16,/docs,EU,tablet,42,81,55.17,172.78
2026-06-16,/docs,UK,desktop,199,291,34.74,234.05
2026-06-16,/docs,UK,mobile,202,411,48.38,150.43
2026-06-16,/docs,UK,tablet,44,67,36.33,278.99
2026-06-16,/docs,US,desktop,238,451,42.96,79.10
2026-06-16,/docs,US,mobile,210,314,58.95,128.77
2026-06-16,/docs,US,tablet,37,75,52.88,90.02
2026-06-16,/blog/launch,FR,desktop,170,300,35.40,300.58
2026-06-16,/blog/launch,FR,mobile,152,296,57.07,304.41
2026-06-16,/blog/launch,FR,tablet,32,42,43.88,170.60
2026-06-16,/blog/launch,EU,desktop,179,330,45.11,124.40
2026-06-16,/blog/launch,EU,mobile,137,257,52.66,140.13
2026-06-16,/blog/launch,EU,tablet,26,37,34.46,169.96
2026-06-16,/blog/launch,UK,desktop,148,211,58.92,208.11
2026-06-16,/blog/launch,UK,mobile,125,220,41.61,304.40
2026-06-16,/blog/launch,UK,tablet,32,56,29.58,209.39
2026-06-16,/blog/launch,US,desktop,157,292,47.50,124.91
2026-06-16,/blog/launch,US,mobile,144,229,50.21,92.68
2026-06-16,/blog/launch,US,tablet,32,43,52.81,196.49
2026-06-16,/contact,FR,desktop,136,221,31.25,235.94
2026-06-16,/contact,FR,mobile,123,172,38.33,207.66
2026-06-16,/contact,FR,tablet,24,30,45.40,100.27
2026-06-16,/contact,EU,desktop,144,280,33.08,119.45
2026-06-16,/contact,EU,mobile,96,160,40.02,234.43
2026-06-16,/contact,EU,tablet,25,33,59.34,233.17
2026-06-16,/contact,UK,desktop,146,300,51.31,218.48
2026-06-16,/contact,UK,mobile,105,207,36.80,108.39
2026-06-16,/contact,UK,tablet,26,43,37.65,188.79
2026-06-16,/contact,US,desktop,113,198,53.92,103.86
2026-06-16,/contact,US,mobile,120,145,31.68,188.08
2026-06-16,/contact,US,tablet,25,48,55.39,283.03
2026-06-16,/signup,FR,desktop,170,288,39.03,240.14
2026-06-16,/signup,FR,mobile,152,200,61.71,64.55
2026-06-16,/signup,FR,tablet,41,76,56.56,89.53
2026-06-16,/signup,EU,desktop,188,333,46.76,132.80
2026-06-16,/signup,EU,mobile,190,385,34.46,270.19
2026-06-16,/signup,EU,tablet,39,55,60.63,205.28
2026-06-16,/signup,UK,desktop,198,355,33.97,248.09
2026-06-16,/signup,UK,mobile,167,287,35.21,152.66
2026-06-16,/signup,UK,tablet,31,45,47.02,97.40
2026-06-16,/signup,US,desktop,167,272,37.01,166.30
2026-06-16,/signup,US,mobile,186,349,49.09,139.47
2026-06-16,/signup,US,tablet,40,67,43.02,180.87
2026-06-17,/,FR,desktop,542,1000,53.26,123.76
2026-06-17,/,FR,mobile,385,790,32.89,239.13
2026-06-17,/,FR,tablet,108,188,55.17,281.23
2026-06-17,/,EU,desktop,507,945,38.26,169.88
2026-06-17,/,EU,mobile,450,613,43.73,237.03
2026-06-17,/,EU,tablet,91,170,44.84,139.83
2026-06-17,/,UK,desktop,490,736,36.14,314.02
2026-06-17,/,UK,mobile,469,609,47.55,204.94
2026-06-17,/,UK,tablet,92,144,52.47,304.10
2026-06-17,/,US,desktop,503,878,50.81,63.25
2026-06-17,/,US,mobile,490,901,43.96,240.53
2026-06-17,/,US,tablet,94,170,56.13,131.05
2026-06-17,/pricing,FR,desktop,314,570,29.34,254.89
2026-06-17,/pricing,FR,mobile,311,625,29.77,285.79
2026-06-17,/pricing,FR,tablet,58,116,47.33,134.42
2026-06-17,/pricing,EU,desktop,341,618,56.12,193.31
2026-06-17,/pricing,EU,mobile,244,466,34.70,187.90
2026-06-17,/pricing,EU,tablet,53,88,43.74,221.09
2026-06-17,/pricing,UK,desktop,334,553,36.25,80.80
2026-06-17,/pricing,UK,mobile,263,474,48.35,118.40
2026-06-17,/pricing,UK,tablet,61,116,32.49,162.68
2026-06-17,/pricing,US,desktop,283,560,59.23,215.59
2026-06-17,/pricing,US,mobile,266,490,53.87,319.60
2026-06-17,/pricing,US,tablet,55,100,42.98,267.31
2026-06-17,/product,FR,desktop,382,712,56.73,254.12
2026-06-17,/product,FR,mobile,311,388,53.60,184.34
2026-06-17,/product,FR,tablet,63,129,44.43,82.77
2026-06-17,/product,EU,desktop,396,576,33.54,164.20
2026-06-17,/product,EU,mobile,338,627,42.86,161.68
2026-06-17,/product,EU,tablet,72,104,35.81,296.11
2026-06-17,/product,UK,desktop,403,648,54.94,195.69
2026-06-17,/product,UK,mobile,294,420,53.85,93.47
2026-06-17,/product,UK,tablet,63,119,44.51,179.10
2026-06-17,/product,US,desktop,346,420,32.56,299.24
2026-06-17,/product,US,mobile,265,342,40.23,193.58
2026-06-17,/product,US,tablet,65,99,61.18,189.23
2026-06-17,/docs,FR,desktop,245,427,32.52,69.37
2026-06-17,/docs,FR,mobile,220,430,30.44,186.11
2026-06-17,/docs,FR,tablet,43,54,46.74,297.12
2026-06-17,/docs,EU,desktop,221,383,36.82,246.12
2026-06-17,/docs,EU,mobile,179,365,60.86,77.35
2026-06-17,/docs,EU,tablet,36,72,44.47,122.98
2026-06-17,/docs,UK,desktop,245,316,51.42,213.35
2026-06-17,/docs,UK,mobile,219,349,53.60,316.30
2026-06-17,/docs,UK,tablet,45,62,41.67,270.72
2026-06-17,/docs,US,desktop,191,394,53.32,173.04
2026-06-17,/docs,US,mobile,220,456,57.64,115.15
2026-06-17,/docs,US,tablet,39,78,41.43,125.27
2026-06-17,/blog/launch,FR,desktop,174,342,57.05,94.36
2026-06-17,/blog/launch,FR,mobile,156,214,53.65,145.97
2026-06-17,/blog/launch,FR,tablet,31,52,59.92,189.54
2026-06-17,/blog/launch,EU,desktop,153,242,42.65,74.99
2026-06-17,/blog/launch,EU,mobile,153,211,43.08,235.34
2026-06-17,/blog/launch,EU,tablet,34,65,36.28,83.02
2026-06-17,/blog/launch,UK,desktop,143,285,29.95,288.69
2026-06-17,/blog/launch,UK,mobile,119,202,61.53,179.87
2026-06-17,/blog/launch,UK,tablet,31,42,37.38,195.43
2026-06-17,/blog/launch,US,desktop,180,360,43.78,183.17
2026-06-17,/blog/launch,US,mobile,150,307,35.69,135.42
2026-06-17,/blog/launch,US,tablet,27,40,35.54,213.89
2026-06-17,/contact,FR,desktop,129,191,41.54,190.41
2026-06-17,/contact,FR,mobile,101,197,28.50,71.41
2026-06-17,/contact,FR,tablet,21,32,45.30,166.65
2026-06-17,/contact,EU,desktop,127,194,37.16,163.80
2026-06-17,/contact,EU,mobile,95,195,47.28,67.23
2026-06-17,/contact,EU,tablet,23,45,53.58,251.52
2026-06-17,/contact,UK,desktop,109,202,57.83,226.77
2026-06-17,/contact,UK,mobile,102,135,48.39,292.53
2026-06-17,/contact,UK,tablet,24,34,35.95,85.97
2026-06-17,/contact,US,desktop,133,221,44.11,268.88
2026-06-17,/contact,US,mobile,110,148,60.58,129.60
2026-06-17,/contact,US,tablet,26,50,30.96,223.05
2026-06-17,/signup,FR,desktop,213,337,41.55,146.19
2026-06-17,/signup,FR,mobile,168,239,47.98,92.50
2026-06-17,/signup,FR,tablet,31,46,36.83,268.56
2026-06-17,/signup,EU,desktop,213,300,45.43,75.69
2026-06-17,/signup,EU,mobile,151,225,53.95,288.77
2026-06-17,/signup,EU,tablet,31,38,49.83,209.98
2026-06-17,/signup,UK,desktop,171,305,40.87,160.13
2026-06-17,/signup,UK,mobile,160,212,61.69,107.15
2026-06-17,/signup,UK,tablet,37,58,33.94,239.30
2026-06-17,/signup,US,desktop,214,270,47.73,296.37
2026-06-17,/signup,US,mobile,164,210,60.73,300.60
2026-06-17,/signup,US,tablet,38,77,42.12,122.22
2026-06-18,/,FR,desktop,483,718,57.31,184.40
2026-06-18,/,FR,mobile,425,799,53.45,261.84
2026-06-18,/,FR,tablet,96,157,41.85,115.46
2026-06-18,/,EU,desktop,462,890,34.89,114.02
2026-06-18,/,EU,mobile,480,862,36.14,173.56
2026-06-18,/,EU,tablet,95,174,43.96,82.67
2026-06-18,/,UK,desktop,447,740,33.21,286.29
2026-06-18,/,UK,mobile,381,712,28.09,151.81
2026-06-18,/,UK,tablet,105,183,54.45,279.69
2026-06-18,/,US,desktop,462,639,52.39,76.05
2026-06-18,/,US,mobile,484,671,46.49,104.54
2026-06-18,/,US,tablet,92,137,32.62,301.54
2026-06-18,/pricing,FR,desktop,333,531,54.18,110.09
2026-06-18,/pricing,FR,mobile,261,488,49.82,295.94
2026-06-18,/pricing,FR,tablet,59,87,52.43,120.89
2026-06-18,/pricing,EU,desktop,317,553,34.65,274.99
2026-06-18,/pricing,EU,mobile,303,458,52.82,222.78
2026-06-18,/pricing,EU,tablet,59,73,41.70,67.53
2026-06-18,/pricing,UK,desktop,316,421,36.13,197.14
2026-06-18,/pricing,UK,mobile,255,439,44.17,168.70
2026-06-18,/pricing,UK,tablet,62,79,31.76,288.44
2026-06-18,/pricing,US,desktop,281,531,36.38,159.20
2026-06-18,/pricing,US,mobile,297,518,37.42,260.64
2026-06-18,/pricing,US,tablet,53,85,60.33,205.00
2026-06-18,/product,FR,desktop,307,606,38.29,119.01
2026-06-18,/product,FR,mobile,298,386,31.69,281.98
2026-06-18,/product,FR,tablet,57,117,44.64,317.46
2026-06-18,/product,EU,desktop,337,566,30.70,167.24
2026-06-18,/product,EU,mobile,307,452,32.42,248.22
2026-06-18,/product,EU,tablet,63,81,47.91,272.54
2026-06-18,/product,UK,desktop,346,542,39.38,245.75
2026-06-18,/product,UK,mobile,275,431,43.03,88.17
2026-06-18,/product,UK,tablet,61,88,35.97,192.27
2026-06-18,/product,US,desktop,333,478,28.93,260.49
2026-06-18,/product,US,mobile,314,554,42.47,64.39
2026-06-18,/product,US,tablet,67,110,51.75,192.15
2026-06-18,/docs,FR,desktop,225,309,34.29,138.97
2026-06-18,/docs,FR,mobile,205,391,61.12,82.64
2026-06-18,/docs,FR,tablet,43,75,33.38,292.69
2026-06-18,/docs,EU,desktop,204,395,60.81,191.64
2026-06-18,/docs,EU,mobile,193,316,52.80,273.25
2026-06-18,/docs,EU,tablet,38,78,38.72,63.48
2026-06-18,/docs,UK,desktop,213,347,36.42,302.95
2026-06-18,/docs,UK,mobile,207,412,28.91,273.43
2026-06-18,/docs,UK,tablet,47,64,47.92,197.58
2026-06-18,/docs,US,desktop,224,350,28.07,128.08
2026-06-18,/docs,US,mobile,168,245,48.21,190.17
2026-06-18,/docs,US,tablet,42,86,41.75,86.25
2026-06-18,/blog/launch,FR,desktop,170,235,44.16,166.64
2026-06-18,/blog/launch,FR,mobile,127,229,51.15,124.08
2026-06-18,/blog/launch,FR,tablet,33,47,43.74,267.87
2026-06-18,/blog/launch,EU,desktop,183,351,58.99,186.96
2026-06-18,/blog/launch,EU,mobile,142,252,43.95,128.40
2026-06-18,/blog/launch,EU,tablet,25,42,37.91,246.25
2026-06-18,/blog/launch,UK,desktop,172,208,49.05,304.56
2026-06-18,/blog/launch,UK,mobile,151,224,60.18,158.27
2026-06-18,/blog/launch,UK,tablet,31,47,58.87,73.33
2026-06-18,/blog/launch,US,desktop,136,232,33.02,305.04
2026-06-18,/blog/launch,US,mobile,142,237,35.24,97.45
2026-06-18,/blog/launch,US,tablet,27,32,56.86,266.50
2026-06-18,/contact,FR,desktop,146,242,29.67,237.48
2026-06-18,/contact,FR,mobile,100,177,51.57,225.20
2026-06-18,/contact,FR,tablet,21,28,31.99,87.23
2026-06-18,/contact,EU,desktop,115,179,43.03,157.19
2026-06-18,/contact,EU,mobile,102,172,44.06,114.00
2026-06-18,/contact,EU,tablet,26,42,53.78,243.64
2026-06-18,/contact,UK,desktop,128,231,61.98,121.59
2026-06-18,/contact,UK,mobile,124,193,52.09,288.23
2026-06-18,/contact,UK,tablet,26,52,48.89,203.51
2026-06-18,/contact,US,desktop,141,282,32.69,318.81
2026-06-18,/contact,US,mobile,121,172,43.47,264.48
2026-06-18,/contact,US,tablet,24,33,42.28,115.14
2026-06-18,/signup,FR,desktop,175,316,54.21,292.10
2026-06-18,/signup,FR,mobile,183,280,55.77,178.25
2026-06-18,/signup,FR,tablet,32,54,40.73,232.94
2026-06-18,/signup,EU,desktop,177,234,32.22,130.31
2026-06-18,/signup,EU,mobile,160,333,39.76,91.22
2026-06-18,/signup,EU,tablet,35,70,28.90,319.27
2026-06-18,/signup,UK,desktop,213,410,47.00,85.65
2026-06-18,/signup,UK,mobile,168,298,56.11,257.65
2026-06-18,/signup,UK,tablet,32,39,45.88,287.71
2026-06-18,/signup,US,desktop,193,379,61.42,69.29
2026-06-18,/signup,US,mobile,175,361,47.30,203.80
2026-06-18,/signup,US,tablet,36,73,30.25,76.80
2026-06-19,/,FR,desktop,440,863,50.83,288.69
2026-06-19,/,FR,mobile,502,911,61.84,187.22
2026-06-19,/,FR,tablet,95,135,34.85,256.96
2026-06-19,/,EU,desktop,575,1118,31.38,285.22
2026-06-19,/,EU,mobile,460,715,48.05,134.67
2026-06-19,/,EU,tablet,103,195,34.11,282.80
2026-06-19,/,UK,desktop,465,938,59.89,133.56
2026-06-19,/,UK,mobile,453,592,44.76,103.09
2026-06-19,/,UK,tablet,95,154,53.16,85.81
2026-06-19,/,US,desktop,449,666,56.48,288.08
2026-06-19,/,US,mobile,435,676,31.54,239.67
2026-06-19,/,US,tablet,88,139,48.36,81.04
2026-06-19,/pricing,FR,desktop,292,496,60.29,244.11
2026-06-19,/pricing,FR,mobile,299,419,30.41,253.23
2026-06-19,/pricing,FR,tablet,58,75,33.62,68.58
2026-06-19,/pricing,EU,desktop,337,681,48.35,112.92
2026-06-19,/pricing,EU,mobile,280,483,51.31,136.61
2026-06-19,/pricing,EU,tablet,66,108,57.54,300.29
2026-06-19,/pricing,UK,desktop,318,452,33.79,310.85
2026-06-19,/pricing,UK,mobile,242,469,46.46,139.20
2026-06-19,/pricing,UK,tablet,60,102,47.44,288.28
2026-06-19,/pricing,US,desktop,327,553,50.64,188.28
2026-06-19,/pricing,US,mobile,255,489,50.24,169.55
2026-06-19,/pricing,US,tablet,65,89,47.05,98.28
2026-06-19,/product,FR,desktop,306,389,35.38,79.79
2026-06-19,/product,FR,mobile,262,353,53.43,80.81
2026-06-19,/product,FR,tablet,64,105,46.96,114.00
2026-06-19,/product,EU,desktop,382,536,37.37,219.70
2026-06-19,/product,EU,mobile,337,588,41.05,286.43
2026-06-19,/product,EU,tablet,63,110,38.90,73.29
2026-06-19,/product,UK,desktop,325,408,45.89,64.76
2026-06-19,/product,UK,mobile,320,438,49.09,148.63
2026-06-19,/product,UK,tablet,68,111,49.34,128.79
2026-06-19,/product,US,desktop,365,761,49.93,240.18
2026-06-19,/product,US,mobile,313,402,43.12,143.49
2026-06-19,/product,US,tablet,69,132,29.93,308.40
2026-06-19,/docs,FR,desktop,210,307,32.38,128.47
2026-06-19,/docs,FR,mobile,179,323,48.62,288.08
2026-06-19,/docs,FR,tablet,40,62,47.29,119.98
2026-06-19,/docs,EU,desktop,238,452,48.26,267.06
2026-06-19,/docs,EU,mobile,207,306,28.09,292.17
2026-06-19,/docs,EU,tablet,45,76,61.09,111.97
2026-06-19,/docs,UK,desktop,234,295,37.30,117.63
2026-06-19,/docs,UK,mobile,204,261,33.19,228.78
2026-06-19,/docs,UK,tablet,41,66,32.99,148.25
2026-06-19,/docs,US,desktop,219,431,57.36,255.98
2026-06-19,/docs,US,mobile,168,336,46.39,60.00
2026-06-19,/docs,US,tablet,40,69,33.46,152.61
2026-06-19,/blog/launch,FR,desktop,158,224,30.30,88.16
2026-06-19,/blog/launch,FR,mobile,137,257,54.15,274.81
2026-06-19,/blog/launch,FR,tablet,26,53,34.34,76.54
2026-06-19,/blog/launch,EU,desktop,137,248,55.66,127.95
2026-06-19,/blog/launch,EU,mobile,139,177,59.56,114.39
2026-06-19,/blog/launch,EU,tablet,27,51,42.87,309.52
2026-06-19,/blog/launch,UK,desktop,165,243,45.77,144.75
2026-06-19,/blog/launch,UK,mobile,139,277,30.95,205.20
2026-06-19,/blog/launch,UK,tablet,30,38,44.45,307.12
2026-06-19,/blog/launch,US,desktop,165,256,34.34,305.01
2026-06-19,/blog/launch,US,mobile,125,200,32.53,310.52
2026-06-19,/blog/launch,US,tablet,28,55,54.47,251.94
2026-06-19,/contact,FR,desktop,137,252,54.86,298.32
2026-06-19,/contact,FR,mobile,105,149,37.76,195.63
2026-06-19,/contact,FR,tablet,23,30,34.81,172.97
2026-06-19,/contact,EU,desktop,137,282,41.01,197.91
2026-06-19,/contact,EU,mobile,128,268,44.10,60.52
2026-06-19,/contact,EU,tablet,26,40,50.63,228.81
2026-06-19,/contact,UK,desktop,144,267,30.30,247.80
2026-06-19,/contact,UK,mobile,109,180,60.14,71.75
2026-06-19,/contact,UK,tablet,26,50,30.66,243.30
2026-06-19,/contact,US,desktop,119,215,55.26,127.36
2026-06-19,/contact,US,mobile,113,232,48.22,200.42
2026-06-19,/contact,US,tablet,23,42,51.52,121.27
2026-06-19,/signup,FR,desktop,180,354,37.96,307.43
2026-06-19,/signup,FR,mobile,151,231,28.69,79.99
2026-06-19,/signup,FR,tablet,36,53,55.73,154.23
2026-06-19,/signup,EU,desktop,183,290,60.11,203.72
2026-06-19,/signup,EU,mobile,150,290,36.00,171.42
2026-06-19,/signup,EU,tablet,31,37,57.79,149.72
2026-06-19,/signup,UK,desktop,177,370,41.08,260.59
2026-06-19,/signup,UK,mobile,184,273,39.08,107.40
2026-06-19,/signup,UK,tablet,31,53,53.25,159.06
2026-06-19,/signup,US,desktop,216,393,59.75,227.00
2026-06-19,/signup,US,mobile,188,248,29.52,157.77
2026-06-19,/signup,US,tablet,31,54,58.95,103.76
2026-06-20,/,FR,desktop,338,672,58.79,119.49
2026-06-20,/,FR,mobile,327,533,50.57,94.35
2026-06-20,/,FR,tablet,73,99,48.66,305.05
2026-06-20,/,EU,desktop,304,553,44.77,255.31
2026-06-20,/,EU,mobile,357,638,60.48,216.55
2026-06-20,/,EU,tablet,60,95,28.89,256.35
2026-06-20,/,UK,desktop,354,716,35.80,303.00
2026-06-20,/,UK,mobile,320,549,39.09,116.03
2026-06-20,/,UK,tablet,61,83,31.93,147.27
2026-06-20,/,US,desktop,372,754,30.90,106.92
2026-06-20,/,US,mobile,333,511,38.97,280.09
2026-06-20,/,US,tablet,70,115,44.66,171.67
2026-06-20,/pricing,FR,desktop,219,405,53.63,190.07
2026-06-20,/pricing,FR,mobile,212,285,58.39,278.29
2026-06-20,/pricing,FR,tablet,45,54,54.07,295.48
2026-06-20,/pricing,EU,desktop,248,325,58.64,104.78
2026-06-20,/pricing,EU,mobile,212,354,34.94,122.14
2026-06-20,/pricing,EU,tablet,47,75,47.51,82.47
2026-06-20,/pricing,UK,desktop,208,347,58.27,75.71
2026-06-20,/pricing,UK,mobile,183,346,60.38,166.82
2026-06-20,/pricing,UK,tablet,47,92,40.47,74.98
2026-06-20,/pricing,US,desktop,253,505,33.15,240.59
2026-06-20,/pricing,US,mobile,190,393,56.85,91.02
2026-06-20,/pricing,US,tablet,39,80,51.18,126.90
2026-06-20,/product,FR,desktop,236,304,44.48,113.96
2026-06-20,/product,FR,mobile,245,304,54.22,154.25
2026-06-20,/product,FR,tablet,44,60,35.38,261.33
2026-06-20,/product,EU,desktop,248,486,57.83,168.00
2026-06-20,/product,EU,mobile,197,261,45.72,99.38
2026-06-20,/product,EU,tablet,48,73,29.95,91.87
2026-06-20,/product,UK,desktop,232,376,50.38,159.46
2026-06-20,/product,UK,mobile,222,414,38.09,144.54
2026-06-20,/product,UK,tablet,47,71,58.07,295.61
2026-06-20,/product,US,desktop,216,303,38.13,300.15
2026-06-20,/product,US,mobile,221,310,48.80,318.87
2026-06-20,/product,US,tablet,45,76,49.85,178.69
2026-06-20,/docs,FR,desktop,164,223,52.05,111.23
2026-06-20,/docs,FR,mobile,157,280,29.75,296.20
